rs_tx	gene	tx_recovery	gene_recovery	perc_recovery
NM_025130	HKDC1	5	5.0	100.0
NM_001322365	HK1	7	9.0	77.77777777777779
NM_033500	HK1	7	9.0	77.77777777777779
NM_033498	HK1	7	9.0	77.77777777777779
NM_033497	HK1	7	9.0	77.77777777777779
NM_001322364	HK1	7	9.0	77.77777777777779
NM_001358263	HK1	9	9.0	100.0
NM_033496	HK1	7	9.0	77.77777777777779
NM_001322366	HK1	7	9.0	77.77777777777779
NM_000188	HK1	7	9.0	77.77777777777779
NM_001322367	HK1	7	9.0	77.77777777777779
NM_020999	NEUROG3	1	1.0	100.0
NM_001368882	COL13A1	4	7.0	57.14285714285714
NM_001320951	COL13A1	4	7.0	57.14285714285714
NM_001368884	COL13A1	4	7.0	57.14285714285714
NM_001130103	COL13A1	4	7.0	57.14285714285714
NM_080801	COL13A1	4	7.0	57.14285714285714
NM_080802	COL13A1	4	7.0	57.14285714285714
NM_080800	COL13A1	4	7.0	57.14285714285714
NM_001368886	COL13A1	4	7.0	57.14285714285714
NM_001368883	COL13A1	4	7.0	57.14285714285714
NM_001368885	COL13A1	4	7.0	57.14285714285714
NM_080805	COL13A1	4	7.0	57.14285714285714
NM_001368897	COL13A1	4	7.0	57.14285714285714
NM_001368895	COL13A1	4	7.0	57.14285714285714
NM_001368898	COL13A1	4	7.0	57.14285714285714
NM_080798	COL13A1	4	7.0	57.14285714285714
NM_001368896	COL13A1	4	7.0	57.14285714285714
NM_001329906	NODAL	3	5.0	60.0
NM_018055	NODAL	3	5.0	60.0
NM_005041	PRF1	16	16.0	100.0
NM_001083116	PRF1	16	16.0	100.0
NR_134531	TBATA	1	1.0	100.0
NR_134534	TBATA	1	1.0	100.0
NR_134533	TBATA	1	1.0	100.0
NR_134532	TBATA	1	1.0	100.0
NM_001318241	TBATA	1	1.0	100.0
NM_001318243	TBATA	1	1.0	100.0
NM_152710	TBATA	1	1.0	100.0
NM_001318242	TBATA	1	1.0	100.0
NM_003901	SGPL1	8	9.0	88.88888888888889
NM_000281	PCBD1	3	3.0	100.0
NM_001289797	PCBD1	3	3.0	100.0
NR_033413	SLC29A3	9	13.0	69.23076923076923
NR_033414	SLC29A3	7	13.0	53.84615384615385
NM_001363518	SLC29A3	10	13.0	76.92307692307693
NM_001174098	SLC29A3	10	13.0	76.92307692307693
NM_018344	SLC29A3	10	13.0	76.92307692307693
NM_022124	CDH23	90	119.0	75.63025210084034
NM_001171930	CDH23	34	119.0	28.57142857142857
NM_001171931	CDH23	24	119.0	20.168067226890756
NM_052836	CDH23	13	119.0	10.92436974789916
NM_001171932	CDH23	10	119.0	8.403361344537815
NM_001171933	CDH23	27	119.0	22.689075630252102
NM_001171934	CDH23	27	119.0	22.689075630252102
NM_001171935	CDH23	5	119.0	4.201680672268908
NM_001171936	CDH23	5	119.0	4.201680672268908
NM_001168390	C10orf105	2		
NM_001164375	C10orf105	2		
NM_002778	PSAP	12	15.0	80.0
NM_001042466	PSAP	12	15.0	80.0
NM_001042465	PSAP	12	15.0	80.0
NM_004273	CHST3	12	12.0	100.0
NR_045564	ASCC1	1	2.0	50.0
NM_001369099	ASCC1	1	2.0	50.0
NM_001369086	ASCC1	1	2.0	50.0
NM_001369085	ASCC1	1	2.0	50.0
NM_001369112	ASCC1	1	2.0	50.0
NM_001369108	ASCC1	1	2.0	50.0
NM_001369103	ASCC1	1	2.0	50.0
NM_001369100	ASCC1	1	2.0	50.0
NM_001369110	ASCC1	1	2.0	50.0
NM_001198800	ASCC1	1	2.0	50.0
NM_001369096	ASCC1	1	2.0	50.0
NM_001369090	ASCC1	1	2.0	50.0
NM_001369087	ASCC1	1	2.0	50.0
NM_001198799	ASCC1	1	2.0	50.0
NM_001369105	ASCC1	1	2.0	50.0
NM_001369102	ASCC1	1	2.0	50.0
NM_001369095	ASCC1	1	2.0	50.0
NM_001198798	ASCC1	1	2.0	50.0
NM_001369109	ASCC1	1	2.0	50.0
NM_001369104	ASCC1	1	2.0	50.0
NM_001369111	ASCC1	1	2.0	50.0
NM_001369093	ASCC1	1	2.0	50.0
NM_001369097	ASCC1	1	2.0	50.0
NM_001369091	ASCC1	1	2.0	50.0
NM_001369088	ASCC1	1	2.0	50.0
NM_001369106	ASCC1	1	2.0	50.0
NM_001369101	ASCC1	1	2.0	50.0
NM_001369094	ASCC1	1	2.0	50.0
NM_001369098	ASCC1	1	2.0	50.0
NM_001369092	ASCC1	1	2.0	50.0
NM_001369089	ASCC1	1	2.0	50.0
NM_001369107	ASCC1	1	2.0	50.0
NM_006077	MICU1	6	10.0	60.0
NM_001363513	MICU1	6	10.0	60.0
NM_001195519	MICU1	1	10.0	10.0
NM_001195518	MICU1	6	10.0	60.0
NM_016065	MRPS16	2	2.0	100.0
NR_160044	CAMK2G	1	1.0	100.0
NR_160047	CAMK2G	1	1.0	100.0
NR_160045	CAMK2G	1	1.0	100.0
NR_160041	CAMK2G	1	1.0	100.0
NR_160042	CAMK2G	1	1.0	100.0
NR_160040	CAMK2G	1	1.0	100.0
NR_160046	CAMK2G	1	1.0	100.0
NR_160263	CAMK2G	1	1.0	100.0
NM_172171	CAMK2G	1	1.0	100.0
NM_001204492	CAMK2G	1	1.0	100.0
NM_001367532	CAMK2G	1	1.0	100.0
NM_001367525	CAMK2G	1	1.0	100.0
NM_001367537	CAMK2G	1	1.0	100.0
NM_001367539	CAMK2G	1	1.0	100.0
NM_001222	CAMK2G	1	1.0	100.0
NM_001367545	CAMK2G	1	1.0	100.0
NM_172173	CAMK2G	1	1.0	100.0
NM_001367533	CAMK2G	1	1.0	100.0
NM_001367516	CAMK2G	1	1.0	100.0
NM_001367517	CAMK2G	1	1.0	100.0
NM_172170	CAMK2G	1	1.0	100.0
NM_001367530	CAMK2G	1	1.0	100.0
NM_001367518	CAMK2G	1	1.0	100.0
NM_001367547	CAMK2G	1	1.0	100.0
NM_001367531	CAMK2G	1	1.0	100.0
NM_001367527	CAMK2G	1	1.0	100.0
NM_001367544	CAMK2G	1	1.0	100.0
NM_172169	CAMK2G	1	1.0	100.0
NM_001367546	CAMK2G	1	1.0	100.0
NM_001367548	CAMK2G	1	1.0	100.0
NM_001367536	CAMK2G	1	1.0	100.0
NM_001367543	CAMK2G	1	1.0	100.0
NM_001367534	CAMK2G	1	1.0	100.0
NM_001367542	CAMK2G	1	1.0	100.0
NM_001320898	CAMK2G	1	1.0	100.0
NM_001367514	CAMK2G	1	1.0	100.0
NM_001367538	CAMK2G	1	1.0	100.0
NM_001367524	CAMK2G	1	1.0	100.0
NM_001367540	CAMK2G	1	1.0	100.0
NM_001367541	CAMK2G	1	1.0	100.0
NM_001367528	CAMK2G	1	1.0	100.0
NM_001367520	CAMK2G	1	1.0	100.0
NM_001367529	CAMK2G	1	1.0	100.0
NM_001367535	CAMK2G	1	1.0	100.0
NM_001367526	CAMK2G	1	1.0	100.0
NM_001367519	CAMK2G	1	1.0	100.0
NM_001367522	CAMK2G	1	1.0	100.0
NM_001367521	CAMK2G	1	1.0	100.0
NM_001367523	CAMK2G	1	1.0	100.0
NM_014000	VCL	6	7.0	85.71428571428571
NM_003373	VCL	6	7.0	85.71428571428571
NM_001202450	ADK	1	1.0	100.0
NM_006721	ADK	1	1.0	100.0
NM_001369123	ADK	1	1.0	100.0
NM_001123	ADK	1	1.0	100.0
NM_001202449	ADK	1	1.0	100.0
NM_001369124	ADK	1	1.0	100.0
NM_001370139	KAT6B	50	54.0	92.5925925925926
NM_001370136	KAT6B	52	54.0	96.29629629629629
NM_001370138	KAT6B	50	54.0	92.5925925925926
NM_001370140	KAT6B	50	54.0	92.5925925925926
NM_001370133	KAT6B	49	54.0	90.74074074074075
NM_001370134	KAT6B	49	54.0	90.74074074074075
NM_001370141	KAT6B	50	54.0	92.5925925925926
NM_001370143	KAT6B	50	54.0	92.5925925925926
NM_001256468	KAT6B	50	54.0	92.5925925925926
NM_001256469	KAT6B	50	54.0	92.5925925925926
NM_001370137	KAT6B	52	54.0	96.29629629629629
NM_012330	KAT6B	52	54.0	96.29629629629629
NM_001370132	KAT6B	49	54.0	90.74074074074075
NM_001370144	KAT6B	50	54.0	92.5925925925926
NM_001370135	KAT6B	49	54.0	90.74074074074075
NM_001370142	KAT6B	50	54.0	92.5925925925926
NR_131178	LRMDA	4	4.0	100.0
NM_001305581	LRMDA	4	4.0	100.0
NM_032024	LRMDA	4	4.0	100.0
NM_001322838	KCNMA1	6	6.0	100.0
NM_001271518	KCNMA1	6	6.0	100.0
NM_001322832	KCNMA1	6	6.0	100.0
NM_001322829	KCNMA1	6	6.0	100.0
NM_001014797	KCNMA1	6	6.0	100.0
NM_001322835	KCNMA1	6	6.0	100.0
NM_001322830	KCNMA1	6	6.0	100.0
NM_002247	KCNMA1	6	6.0	100.0
NM_001161353	KCNMA1	6	6.0	100.0
NM_001161352	KCNMA1	6	6.0	100.0
NM_001322836	KCNMA1	6	6.0	100.0
NM_001271519	KCNMA1	6	6.0	100.0
NM_001322837	KCNMA1	6	6.0	100.0
NM_007055	POLR3A	25	32.0	78.125
NM_001142283	RPS24	5	6.0	83.33333333333334
NM_001142282	RPS24	5	6.0	83.33333333333334
NM_001142284	RPS24	5	6.0	83.33333333333334
NM_001026	RPS24	5	6.0	83.33333333333334
NM_001142285	RPS24	5	6.0	83.33333333333334
NM_033022	RPS24	5	6.0	83.33333333333334
NM_020338	ZMIZ1	2	2.0	100.0
NM_001098668	SFTPA2	2	2.0	100.0
NM_001320813	SFTPA2	2	2.0	100.0
NM_001320814	SFTPA2	2	2.0	100.0
NM_001278407	ANXA11	3	3.0	100.0
NM_001157	ANXA11	3	3.0	100.0
NM_145868	ANXA11	3	3.0	100.0
NM_001278409	ANXA11	3	3.0	100.0
NM_145869	ANXA11	3	3.0	100.0
NM_001278408	ANXA11	3	3.0	100.0
NM_000429	MAT1A	5	6.0	83.33333333333334
NR_163251	NRG3	1	1.0	100.0
NR_163252	NRG3	1	1.0	100.0
NR_163253	NRG3	1	1.0	100.0
NM_001370082	NRG3	1	1.0	100.0
NM_001370084	NRG3	1	1.0	100.0
NM_001010848	NRG3	1	1.0	100.0
NM_001370081	NRG3	1	1.0	100.0
NM_001165972	NRG3	1	1.0	100.0
NM_001165973	NRG3	1	1.0	100.0
NM_001171971	CDHR1	9	11.0	81.81818181818183
NM_033100	CDHR1	10	11.0	90.9090909090909
NM_001012720	RGR	1	1.0	100.0
NM_002921	RGR	1	1.0	100.0
NM_001012722	RGR	1	1.0	100.0
NM_001368064	LDB3	3	3.0	100.0
NM_001368063	LDB3	2	3.0	66.66666666666666
NM_001368068	LDB3	1	3.0	33.33333333333333
NM_001171610	LDB3	3	3.0	100.0
NM_007078	LDB3	3	3.0	100.0
NM_001368065	LDB3	3	3.0	100.0
NM_001368066	LDB3	2	3.0	66.66666666666666
NM_001080114	LDB3	2	3.0	66.66666666666666
NM_001171611	LDB3	2	3.0	66.66666666666666
NM_001080115	LDB3	2	3.0	66.66666666666666
NM_001368067	LDB3	1	3.0	33.33333333333333
NM_001080116	LDB3	1	3.0	33.33333333333333
NM_004329	BMPR1A	91	102.0	89.2156862745098
NM_005271	GLUD1	3	3.0	100.0
NM_001318906	GLUD1	3	3.0	100.0
NM_001318904	GLUD1	3	3.0	100.0
NM_001318905	GLUD1	3	3.0	100.0
NM_001318900	GLUD1	3	3.0	100.0
NM_001318902	GLUD1	3	3.0	100.0
NM_001318901	GLUD1	3	3.0	100.0
NM_001015880	PAPSS2	11	12.0	91.66666666666666
NM_004670	PAPSS2	11	12.0	91.66666666666666
NR_135914	ATAD1	2	2.0	100.0
NM_001321968	ATAD1	2	2.0	100.0
NM_001321967	ATAD1	2	2.0	100.0
NM_001321969	ATAD1	2	2.0	100.0
NM_032810	ATAD1	2	2.0	100.0
NM_001304717	PTEN	359	414.0	86.71497584541062
NM_000314	PTEN	359	414.0	86.71497584541062
NM_001304718	PTEN	342	414.0	82.6086956521739
NM_001102469	LIPN	1	1.0	100.0
NR_125373	ACTA2	3	13.0	23.076923076923077
NM_001320855	ACTA2	12	13.0	92.3076923076923
NM_001141945	ACTA2	12	13.0	92.3076923076923
NM_001613	ACTA2	12	13.0	92.3076923076923
NR_028036	FAS	15	26.0	57.692307692307686
NR_135313	FAS	15	26.0	57.692307692307686
NR_028033	FAS	14	26.0	53.84615384615385
NR_028035	FAS	14	26.0	53.84615384615385
NR_028034	FAS	13	26.0	50.0
NR_135314	FAS	17	26.0	65.38461538461539
NR_135315	FAS	14	26.0	53.84615384615385
NM_000043	FAS	17	26.0	65.38461538461539
NM_152872	FAS	14	26.0	53.84615384615385
NM_001320619	FAS	17	26.0	65.38461538461539
NM_152871	FAS	16	26.0	61.53846153846154
NM_001288979	LIPA	15	26.0	57.692307692307686
NM_000235	LIPA	17	26.0	65.38461538461539
NM_001127605	LIPA	17	26.0	65.38461538461539
NM_213606	SLC16A12	3	3.0	100.0
NM_014391	ANKRD1	2	2.0	100.0
NM_004523	KIF11	27	35.0	77.14285714285715
NM_018131	CEP55	3	4.0	75.0
NM_001127182	CEP55	3	4.0	75.0
NM_006744	RBP4	2	4.0	50.0
NM_001323518	RBP4	2	4.0	50.0
NM_001323517	RBP4	2	4.0	50.0
NM_006204	PDE6C	22	29.0	75.86206896551724
NR_131777	LGI1	11	15.0	73.33333333333333
NM_001308275	LGI1	5	15.0	33.33333333333333
NM_001308276	LGI1	11	15.0	73.33333333333333
NM_005097	LGI1	13	15.0	86.66666666666667
NM_016341	PLCE1	14	14.0	100.0
NM_001288989	PLCE1	14	14.0	100.0
NM_001165979	PLCE1	12	14.0	85.71428571428571
NM_001289067	HELLS	5	6.0	83.33333333333334
NM_001289070	HELLS	5	6.0	83.33333333333334
NM_001289071	HELLS	5	6.0	83.33333333333334
NM_018063	HELLS	5	6.0	83.33333333333334
NM_001289075	HELLS	5	6.0	83.33333333333334
NM_001289074	HELLS	5	6.0	83.33333333333334
NM_001289069	HELLS	5	6.0	83.33333333333334
NM_001289072	HELLS	5	6.0	83.33333333333334
NM_001289073	HELLS	4	6.0	66.66666666666666
NM_001289068	HELLS	5	6.0	83.33333333333334
NM_000771	CYP2C9	1	1.0	100.0
NM_000770	CYP2C8	1	1.0	100.0
NM_001198854	CYP2C8	1	1.0	100.0
NM_001198853	CYP2C8	1	1.0	100.0
NM_001198855	CYP2C8	1	1.0	100.0
NM_001323419	ALDH18A1	8	15.0	53.333333333333336
NM_001323412	ALDH18A1	10	15.0	66.66666666666666
NM_001323417	ALDH18A1	11	15.0	73.33333333333333
NM_001017423	ALDH18A1	12	15.0	80.0
NM_002860	ALDH18A1	12	15.0	80.0
NM_001323418	ALDH18A1	10	15.0	66.66666666666666
NM_001323416	ALDH18A1	10	15.0	66.66666666666666
NM_001323415	ALDH18A1	12	15.0	80.0
NM_001323413	ALDH18A1	12	15.0	80.0
NM_001323414	ALDH18A1	12	15.0	80.0
NM_001143973	TCTN3	4	6.0	66.66666666666666
NM_015631	TCTN3	5	6.0	83.33333333333334
NM_001098175	ENTPD1	2	2.0	100.0
NM_001312654	ENTPD1	2	2.0	100.0
NM_001164178	ENTPD1	2	2.0	100.0
NM_001320916	ENTPD1	2	2.0	100.0
NM_001164181	ENTPD1	2	2.0	100.0
NM_001776	ENTPD1	2	2.0	100.0
NM_001164179	ENTPD1	2	2.0	100.0
NM_001164182	ENTPD1	2	2.0	100.0
NM_001164183	ENTPD1	2	2.0	100.0
NR_047680	BLNK	1	1.0	100.0
NR_047682	BLNK	1	1.0	100.0
NR_047683	BLNK	1	1.0	100.0
NR_047681	BLNK	1	1.0	100.0
NM_001114094	BLNK	1	1.0	100.0
NM_013314	BLNK	1	1.0	100.0
NM_001258442	BLNK	1	1.0	100.0
NM_001258441	BLNK	1	1.0	100.0
NM_001258440	BLNK	1	1.0	100.0
NM_001134670	HOGA1	20	35.0	57.14285714285714
NM_138413	HOGA1	29	35.0	82.85714285714286
NM_001322483	HPS1	26	36.0	72.22222222222221
NM_001322480	HPS1	23	36.0	63.888888888888886
NM_001322478	HPS1	30	36.0	83.33333333333334
NM_001322476	HPS1	30	36.0	83.33333333333334
NM_001322485	HPS1	26	36.0	72.22222222222221
NM_001322484	HPS1	26	36.0	72.22222222222221
NM_001322482	HPS1	23	36.0	63.888888888888886
NM_001322481	HPS1	23	36.0	63.888888888888886
NM_001322489	HPS1	26	36.0	72.22222222222221
NM_001322479	HPS1	30	36.0	83.33333333333334
NM_001322477	HPS1	30	36.0	83.33333333333334
NM_001311345	HPS1	30	36.0	83.33333333333334
NM_001322487	HPS1	30	36.0	83.33333333333334
NM_000195	HPS1	30	36.0	83.33333333333334
NM_001322491	HPS1	13	36.0	36.11111111111111
NM_001322492	HPS1	10	36.0	27.77777777777778
NM_182639	HPS1	13	36.0	36.11111111111111
NM_001322490	HPS1	10	36.0	27.77777777777778
NM_001166245	HPSE2	5	7.0	71.42857142857143
NM_001166244	HPSE2	6	7.0	85.71428571428571
NM_021828	HPSE2	6	7.0	85.71428571428571
NM_001166246	HPSE2	6	7.0	85.71428571428571
NM_002079	GOT1	1	1.0	100.0
NR_164009	COX15	2	2.0	100.0
NM_001320974	COX15	2	2.0	100.0
NM_001320976	COX15	2	2.0	100.0
NM_001372026	COX15	2	2.0	100.0
NM_001372028	COX15	2	2.0	100.0
NM_001320975	COX15	2	2.0	100.0
NM_001372027	COX15	2	2.0	100.0
NM_004376	COX15	2	2.0	100.0
NM_001372024	COX15	2	2.0	100.0
NM_078470	COX15	2	2.0	100.0
NM_001372025	COX15	2	2.0	100.0
NM_000392	ABCC2	34	42.0	80.95238095238095
NM_001318327	DNMBP	2	3.0	66.66666666666666
NM_015221	DNMBP	3	3.0	100.0
NM_001318326	DNMBP	2	3.0	66.66666666666666
NR_144755	ERLIN1	1	2.0	50.0
NR_144757	ERLIN1	2	2.0	100.0
NR_144756	ERLIN1	2	2.0	100.0
NR_144758	ERLIN1	2	2.0	100.0
NR_144759	ERLIN1	2	2.0	100.0
NR_144760	ERLIN1	2	2.0	100.0
NM_001347857	ERLIN1	2	2.0	100.0
NM_001347856	ERLIN1	1	2.0	50.0
NM_001347858	ERLIN1	2	2.0	100.0
NM_001100626	ERLIN1	2	2.0	100.0
NM_001347860	ERLIN1	2	2.0	100.0
NM_001347861	ERLIN1	2	2.0	100.0
NM_001347859	ERLIN1	2	2.0	100.0
NM_006459	ERLIN1	2	2.0	100.0
NM_001320928	CHUK	1	1.0	100.0
NM_001278	CHUK	1	1.0	100.0
NM_001303406	CWF19L1	7	9.0	77.77777777777779
NM_001303407	CWF19L1	6	9.0	66.66666666666666
NM_001303404	CWF19L1	7	9.0	77.77777777777779
NM_018294	CWF19L1	7	9.0	77.77777777777779
NM_001303405	CWF19L1	7	9.0	77.77777777777779
NM_001284368	NDUFB8	4	4.0	100.0
NM_001284367	NDUFB8	4	4.0	100.0
NM_005004	NDUFB8	4	4.0	100.0
NM_001304569	PAX2	24	27.0	88.88888888888889
NM_003990	PAX2	24	27.0	88.88888888888889
NM_003988	PAX2	24	27.0	88.88888888888889
NM_000278	PAX2	24	27.0	88.88888888888889
NM_003989	PAX2	24	27.0	88.88888888888889
NM_003987	PAX2	24	27.0	88.88888888888889
NR_160738	TWNK	23	23.0	100.0
NR_160742	TWNK	22	23.0	95.65217391304348
NR_160740	TWNK	22	23.0	95.65217391304348
NR_160741	TWNK	22	23.0	95.65217391304348
NR_160739	TWNK	10	23.0	43.47826086956522
NM_001163812	TWNK	23	23.0	100.0
NM_021830	TWNK	23	23.0	100.0
NM_001163814	TWNK	10	23.0	43.47826086956522
NM_001163813	TWNK	10	23.0	43.47826086956522
NM_001368275	TWNK	9	23.0	39.130434782608695
NM_001195263	PDZD7	8	8.0	100.0
NM_024895	PDZD7	6	8.0	75.0
NM_001351044	PDZD7	6	8.0	75.0
NM_001206389	FGF8	13	16.0	81.25
NM_033165	FGF8	13	16.0	81.25
NM_006119	FGF8	14	16.0	87.5
NM_033164	FGF8	13	16.0	81.25
NM_033163	FGF8	14	16.0	87.5
NM_024747	HPS6	20	20.0	100.0
NM_005029	PITX3	4	4.0	100.0
NM_001288724	NFKB2	6	6.0	100.0
NM_001322935	NFKB2	6	6.0	100.0
NM_001077494	NFKB2	6	6.0	100.0
NM_001261403	NFKB2	6	6.0	100.0
NM_001322934	NFKB2	6	6.0	100.0
NM_002502	NFKB2	6	6.0	100.0
NM_016169	SUFU	16	22.0	72.72727272727273
NM_001178133	SUFU	16	22.0	72.72727272727273
NR_144321	TRIM8	1	1.0	100.0
NM_030912	TRIM8	1	1.0	100.0
NM_001345950	TRIM8	1	1.0	100.0
NM_004311	ARL3	2	2.0	100.0
NM_000102	CYP17A1	15	19.0	78.94736842105263
NM_017649	CNNM2	1	1.0	100.0
NM_199076	CNNM2	1	1.0	100.0
NM_199077	CNNM2	1	1.0	100.0
NM_001351181	NT5C2	3	8.0	37.5
NM_001351183	NT5C2	4	8.0	50.0
NM_001351194	NT5C2	4	8.0	50.0
NM_001351180	NT5C2	4	8.0	50.0
NM_001351176	NT5C2	4	8.0	50.0
NM_001351188	NT5C2	4	8.0	50.0
NM_001134373	NT5C2	4	8.0	50.0
NM_001351184	NT5C2	4	8.0	50.0
NM_001351185	NT5C2	4	8.0	50.0
NM_001351170	NT5C2	4	8.0	50.0
NM_001351177	NT5C2	4	8.0	50.0
NM_001351195	NT5C2	4	8.0	50.0
NM_001351182	NT5C2	4	8.0	50.0
NM_001351196	NT5C2	4	8.0	50.0
NM_001351186	NT5C2	4	8.0	50.0
NM_012229	NT5C2	4	8.0	50.0
NM_001351171	NT5C2	4	8.0	50.0
NM_001351197	NT5C2	4	8.0	50.0
NM_001351178	NT5C2	4	8.0	50.0
NM_001351187	NT5C2	4	8.0	50.0
NM_001351169	NT5C2	4	8.0	50.0
NM_001351172	NT5C2	4	8.0	50.0
NM_001351175	NT5C2	4	8.0	50.0
NM_001351190	NT5C2	4	8.0	50.0
NM_001351189	NT5C2	4	8.0	50.0
NM_001351173	NT5C2	4	8.0	50.0
NM_001351179	NT5C2	4	8.0	50.0
NM_001351174	NT5C2	3	8.0	37.5
NM_001351191	NT5C2	2	8.0	25.0
NM_001351192	NT5C2	3	8.0	37.5
NM_001351193	NT5C2	3	8.0	37.5
NM_032727	INA	1	1.0	100.0
NM_001001412	CALHM1	1	1.0	100.0
NM_024928	STN1	2	2.0	100.0
NM_000494	COL17A1	22	28.0	78.57142857142857
NR_030760	MIR936	1		
NM_025145	CFAP43	8	11.0	72.72727272727273
NM_130439	MXI1	2	3.0	66.66666666666666
NM_001008541	MXI1	2	3.0	66.66666666666666
NM_005962	MXI1	2	3.0	66.66666666666666
NM_005445	SMC3	23	26.0	88.46153846153845
NM_001134363	RBM20	14	15.0	93.33333333333333
NM_001243783	BBIP1	2	2.0	100.0
NM_001195307	BBIP1	1	2.0	50.0
NM_001195305	BBIP1	2	2.0	100.0
NM_001195304	BBIP1	2	2.0	100.0
NM_001195306	BBIP1	2	2.0	100.0
NM_001324336	SHOC2	1	1.0	100.0
NM_001324337	SHOC2	1	1.0	100.0
NM_007373	SHOC2	1	1.0	100.0
NM_001269039	SHOC2	1	1.0	100.0
NM_198514	NHLRC2	2	2.0	100.0
NM_001272046	VWA2	1		
NM_001320804	VWA2	1		
NM_000936	PNLIP	2	2.0	100.0
NM_181840	KCNK18	2	2.0	100.0
NM_003054	SLC18A2	3	4.0	75.0
NM_199461	NANOS1	2	2.0	100.0
NR_110305	SFXN4	4	6.0	66.66666666666666
NM_213649	SFXN4	4	6.0	66.66666666666666
NM_004281	BAG3	37	38.0	97.36842105263158
NR_073009	FGFR2	60	64.0	93.75
NM_000141	FGFR2	60	64.0	93.75
NM_022970	FGFR2	49	64.0	76.5625
NM_001144915	FGFR2	59	64.0	92.1875
NM_001144916	FGFR2	59	64.0	92.1875
NM_023029	FGFR2	59	64.0	92.1875
NM_001144914	FGFR2	35	64.0	54.6875
NM_001320654	FGFR2	59	64.0	92.1875
NM_001144918	FGFR2	59	64.0	92.1875
NM_001144917	FGFR2	43	64.0	67.1875
NM_001320658	FGFR2	60	64.0	93.75
NM_001144919	FGFR2	48	64.0	75.0
NM_001144913	FGFR2	49	64.0	76.5625
NM_002775	HTRA1	18	19.0	94.73684210526315
NM_001330174	ACADSB	4	6.0	66.66666666666666
NM_001609	ACADSB	5	6.0	83.33333333333334
NM_001171814	OAT	30	38.0	78.94736842105263
NM_001322965	OAT	33	38.0	86.8421052631579
NM_001322974	OAT	30	38.0	78.94736842105263
NM_001322971	OAT	26	38.0	68.42105263157895
NM_000274	OAT	33	38.0	86.8421052631579
NM_001322969	OAT	33	38.0	86.8421052631579
NM_001322966	OAT	33	38.0	86.8421052631579
NM_001322967	OAT	33	38.0	86.8421052631579
NM_001322968	OAT	33	38.0	86.8421052631579
NM_001322970	OAT	33	38.0	86.8421052631579
NM_147191	MMP21	5	5.0	100.0
NR_136677	UROS	3	8.0	37.5
NR_136678	UROS	2	8.0	25.0
NR_136675	UROS	2	8.0	25.0
NR_136676	UROS	3	8.0	37.5
NM_001324038	UROS	2	8.0	25.0
NM_001324037	UROS	2	8.0	25.0
NM_000375	UROS	3	8.0	37.5
NM_001324036	UROS	3	8.0	37.5
NM_001324039	UROS	2	8.0	25.0
NM_001290223	DOCK1	1	1.0	100.0
NM_001380	DOCK1	1	1.0	100.0
NM_001005463	EBF3	32	35.0	91.42857142857143
NM_177400	NKX6	9	9.0	100.0
NM_004092	ECHS1	14	16.0	87.5
NM_130784	SYCE1	2	3.0	66.66666666666666
NM_001143763	SYCE1	2	3.0	66.66666666666666
NM_001143764	SYCE1	2	3.0	66.66666666666666
NM_001025295	IFITM5	2	2.0	100.0
NM_005343	HRAS	22	25.0	88.0
NM_001318054	HRAS	23	25.0	92.0
NM_001130442	HRAS	22	25.0	88.0
NM_176795	HRAS	23	25.0	92.0
NM_198075	LRRC56	2	4.0	50.0
NM_004029	IRF7	1	1.0	100.0
NM_001572	IRF7	1	1.0	100.0
NM_004031	IRF7	1	1.0	100.0
NM_000797	DRD4	1	1.0	100.0
NM_001293634	DEAF1	2	9.0	22.22222222222222
NM_021008	DEAF1	7	9.0	77.77777777777779
NM_001367390	DEAF1	7	9.0	77.77777777777779
NM_022772	EPS8L2	2	2.0	100.0
NM_006755	TALDO1	5	5.0	100.0
NM_001191061	SLC25A22	6	8.0	75.0
NM_001191060	SLC25A22	6	8.0	75.0
NM_024698	SLC25A22	6	8.0	75.0
NM_020376	PNPLA2	10	13.0	76.92307692307693
NM_139030	CD151	1	1.0	100.0
NM_139029	CD151	1	1.0	100.0
NM_001039490	CD151	1	1.0	100.0
NM_004357	CD151	1	1.0	100.0
NR_046331	BRSK2	2	3.0	66.66666666666666
NM_001256629	BRSK2	2	3.0	66.66666666666666
NM_001256627	BRSK2	2	3.0	66.66666666666666
NM_003957	BRSK2	2	3.0	66.66666666666666
NM_001282218	BRSK2	2	3.0	66.66666666666666
NM_001256630	BRSK2	2	3.0	66.66666666666666
NM_001909	CTSD	8	8.0	100.0
NM_003282	TNNI2	4	4.0	100.0
NM_001145829	TNNI2	4	4.0	100.0
NM_001145841	TNNI2	4	4.0	100.0
NM_001297646	TNNT3	1	1.0	100.0
NM_001367846	TNNT3	1	1.0	100.0
NM_001363561	TNNT3	1	1.0	100.0
NM_001042781	TNNT3	1	1.0	100.0
NM_001367848	TNNT3	1	1.0	100.0
NM_006757	TNNT3	1	1.0	100.0
NM_001042780	TNNT3	1	1.0	100.0
NM_001042782	TNNT3	1	1.0	100.0
NM_001367845	TNNT3	1	1.0	100.0
NM_001367850	TNNT3	1	1.0	100.0
NM_001367851	TNNT3	1	1.0	100.0
NM_001367847	TNNT3	1	1.0	100.0
NM_001367843	TNNT3	1	1.0	100.0
