#hg19.refGene.name	hg19.knownToEnsembl.value
NM_030978	ENST00000259477
NM_007209	ENST00000348462
NM_001276374	ENST00000373574
NM_001276376	ENST00000373574
NM_001045476	ENST00000373574
NM_001276375	ENST00000373574
NM_001174153	ENST00000259460
NM_001174152	ENST00000394125
NM_005833	ENST00000373538
NM_005347	ENST00000324460
NR_135145	n/a
NR_122032	n/a
NR_121584	n/a
NR_045006	ENST00000517270
NM_001174146	ENST00000355497
NM_001174147	ENST00000425646
NM_002316	ENST00000425646
NM_014007	ENST00000373464,ENST00000373457,
NM_001135776	ENST00000449886
NM_001366399	n/a
NM_012098	ENST00000373425,
NM_000976	ENST00000361436
NM_001271711	ENST00000373371
NM_001190723	ENST00000300417
NM_001322260	n/a
NM_007135	ENST00000342483,
NM_001286696	n/a
NM_138361	ENST00000323301
NM_001286698	n/a
NM_001286697	n/a
NM_014580	ENST00000373371
NM_001271712	ENST00000373371
NR_073416	ENST00000373371
NR_002449	ENST00000364432
NM_001005374	ENST00000373322
NM_001005373	ENST00000300417
NM_001142533	ENST00000420366
NM_001142532	ENST00000429553
NM_130459	ENST00000373281
NM_144965	ENST00000373289,
NM_001085347	ENST00000373284
NM_001002913	ENST00000419060,
NM_001317037	n/a
NM_005489	ENST00000373277
NM_001134430	ENST00000373284
NM_001252334	ENST00000373276
NM_001252021	ENST00000458505
NM_001012502	ENST00000373295
NM_001252023	n/a
NM_001252018	ENST00000458505
NM_001134431	ENST00000458505,
NM_001142534	ENST00000373274
NR_037473	ENST00000577791
NM_001345977	n/a
NM_001345978	n/a
NM_001345979	n/a
NM_001345980	n/a
NM_001142531	ENST00000429553
NM_170600	ENST00000314830
NR_145961	n/a
NM_001018078	ENST00000373225
NR_036055	ENST00000583311
NM_001287000	n/a
NM_001286999	n/a
NM_001318122	n/a
NM_000476	ENST00000373176
NM_001278138	ENST00000373203
NM_001261	ENST00000373265
NM_001318121	n/a
NM_001287001	n/a
NM_004957	ENST00000373245,
NM_000118	ENST00000344849
NR_110170	n/a
NM_001287003	n/a
NM_001287002	n/a
NM_001114753	ENST00000373203
NR_039767	n/a
NR_136302	n/a
NR_039819	ENST00000583126
NR_104629	n/a
NM_013443	ENST00000373141,ENST00000373146,ENST00000373144,ENST00000291839,
NM_001288803	n/a
NM_001135219	ENST00000388747
NM_001035254	ENST00000373095
NM_203305	ENST00000373095,ENST00000465821,
NM_003863	ENST00000314392
NM_173492	ENST00000300432
NM_001265614	ENST00000373066
NM_024112	ENST00000372994
NM_001330988	n/a
NM_025072	ENST00000338961
NM_001006641	ENST00000373068
NM_001006642	ENST00000432073,ENST00000373064,
NM_005564	ENST00000540948,ENST00000277480,
NR_049766	n/a
NR_033374	ENST00000418747
NM_001256335	ENST00000338961
NM_198938	ENST00000338961
NR_024425	n/a
NM_052901	ENST00000373064
NM_197956	ENST00000373078
NM_001040011	ENST00000419867,ENST00000320188,
NM_001318092	n/a
NM_001318089	n/a
NM_004486	ENST00000421699,ENST00000450617,
NM_001366244	n/a
NM_004408	ENST00000372923,
NR_029619	ENST00000384849
NM_001288739	n/a
NM_001366246	n/a
NR_036110	ENST00000577829
NM_001005336	ENST00000341179,ENST00000393594,
NM_001288738	n/a
NM_001288737	n/a
NM_030914	ENST00000452446
NM_005094	ENST00000300456
NM_001305942	n/a
NM_001135947	ENST00000452446
NR_049743	ENST00000452446
NR_029837	ENST00000385220
NM_016174	ENST00000372838,ENST00000463535,
NM_016035	ENST00000372875,ENST00000300452,
NM_001265582	ENST00000372850
NR_039815	n/a
NM_001286760	n/a
NM_001242352	ENST00000434106
NM_153439	ENST00000372814
NM_153440	ENST00000546203
NM_153437	ENST00000372791
NM_153436	ENST00000393533,ENST00000434106,
NM_001499	ENST00000372770
NM_153435	ENST00000434106
NM_153432	ENST00000372814
NM_001351581	n/a
NM_001351578	n/a
NM_002540	ENST00000351030,ENST00000434106,
NM_001351577	n/a
NM_001242354	ENST00000448249
NM_001003722	ENST00000309971
NM_001351584	n/a
NM_001242353	ENST00000434106
NM_001351579	n/a
NM_001351580	n/a
NM_001351582	n/a
NM_001351583	n/a
NM_001351585	n/a
NM_001351586	n/a
NM_001351587	n/a
NM_001351588	n/a
NM_153433	ENST00000434106
NM_001122821	ENST00000372692
NM_003011	ENST00000322030
NM_001248000	ENST00000372692
NM_052844	ENST00000372715,ENST00000451652,
NM_001248001	ENST00000372692
NM_004435	ENST00000372642
NM_006336	ENST00000291900
NM_018201	ENST00000372648
NM_001318023	n/a
NM_016390	ENST00000361256
NM_001318016	n/a
NM_001318015	n/a
NM_032799	ENST00000372667,ENST00000467312,
NM_001318020	n/a
NR_046240	ENST00000443631
NM_001286772	n/a
NM_001127244	ENST00000259324
NM_019594	ENST00000372600
NM_001100876	ENST00000372592
NM_174933	ENST00000372592
NM_001100877	ENST00000421063
NM_001127245	ENST00000372600
NM_014908	ENST00000372586
NM_001135917	ENST00000372546
NM_001287046	n/a
NM_001369915	n/a
NR_072983	ENST00000372546
NR_138421	n/a
NM_020438	ENST00000372546
NM_020145	ENST00000372564,ENST00000372554,
NM_001369913	n/a
NM_001287045	n/a
NR_138425	n/a
NR_138424	n/a
NR_138423	n/a
NR_138422	n/a
NM_001369914	n/a
NM_032809	ENST00000439290,ENST00000358369,
NR_163192	n/a
NM_001329990	n/a
NM_001193397	ENST00000393370
NM_001271832	ENST00000393370
NM_021131	ENST00000358994
NM_178001	ENST00000452489,ENST00000337738,
NM_178000	ENST00000393370
NM_178003	ENST00000393370,ENST00000452489,
NM_203434	ENST00000372491
NR_121587	n/a
NR_149714	n/a
NR_120685	n/a
NR_120686	n/a
NR_104596	n/a
NM_001286800	n/a
NM_001286801	n/a
NM_001286803	n/a
NM_001286802	n/a
NM_016307	ENST00000372469
NM_177999	ENST00000277458
NM_001286799	n/a
NM_001286798	n/a
NM_017873	ENST00000277458,
NM_014064	ENST00000372483
NM_001202403	ENST00000277458
NR_132102	n/a
NM_014506	ENST00000259339
NM_001317894	n/a
NM_001110303	ENST00000372429
NM_016520	ENST00000372447
NM_000113	ENST00000351698,ENST00000473084,
NM_006676	ENST00000315480
NM_001317893	n/a
NR_134113	n/a
NM_001008563	ENST00000358355
NR_133948	n/a
NR_134027	n/a
NR_106914	n/a
NM_001136558	ENST00000372410
NM_020960	ENST00000372410
NR_135124	n/a
NM_001287346	n/a
NM_001136557	ENST00000372406
NM_014286	ENST00000372398
NR_162140	n/a
NM_001128826	ENST00000458469
NM_054012	ENST00000352480,ENST00000372394,
NM_000050	ENST00000352480
NM_003934	ENST00000319725
NM_021619	ENST00000253008
NR_027440	n/a
NR_106915	n/a
NM_001282708	n/a
NM_014285	ENST00000372358,
NM_001282709	n/a
NR_104230	n/a
NM_032843	ENST00000372338,ENST00000451466,
NM_001145106	ENST00000448616
NM_005157	ENST00000318560
NM_198180	ENST00000343079
NM_001185096	ENST00000372309
NM_001185095	ENST00000372309
NM_031426	ENST00000372309,
NR_033701	ENST00000372309
NM_032728	ENST00000372264
NM_033387	ENST00000372269,ENST00000372271,
NM_001077365	ENST00000423007
NR_148392	n/a
NR_148391	n/a
NM_001353195	n/a
NM_001353196	n/a
NM_001136114	ENST00000404875,ENST00000423007,
NM_001353199	n/a
NM_007171	ENST00000372228
NM_001353193	n/a
NM_001261451	ENST00000491309
NM_001261450	ENST00000372215
NM_001353197	n/a
NM_001135954	ENST00000372215
NM_001353200	n/a
NR_148400	n/a
NM_001353198	n/a
NM_001318519	n/a
NM_001353194	n/a
NM_001136113	ENST00000423007
NM_001365666	n/a
NR_002914	n/a
NR_003050	ENST00000428514,ENST00000426867,
NR_002914	n/a
NR_003050	ENST00000428514,ENST00000426867,
NR_134666	n/a
NR_134667	n/a
NM_001077366	ENST00000423007
NR_148396	n/a
NR_148395	n/a
NR_148399	n/a
NR_148398	n/a
NR_148397	n/a
NR_148394	n/a
NR_148393	n/a
NM_031432	ENST00000372215
NM_001253882	ENST00000292035,ENST00000474263,
NM_032536	ENST00000393229
NM_001351528	n/a
NM_001351527	n/a
NM_015046	ENST00000372169,ENST00000393220,ENST00000224140,
NM_020064	ENST00000263610
NM_012204	ENST00000372146
NM_001322344	n/a
NR_133925	n/a
NM_001316898	n/a
NM_001316897	n/a
NM_001316900	n/a
NM_018956	ENST00000372136,ENST00000350499,ENST00000356311,
NR_133631	n/a
NR_135119	n/a
NR_049862	n/a
NR_132980	n/a
NR_132981	n/a
NM_001135031	ENST00000339463
NM_004188	ENST00000339463
NM_001371908	n/a
NM_001288572	n/a
NM_001282629	n/a
NM_001282632	n/a
NM_001042368	ENST00000393160,ENST00000542690,ENST00000469972,
NM_001271774	ENST00000372047
NM_001271775	ENST00000393157
NM_021996	ENST00000372040,
NM_001271776	ENST00000372047
NM_001807	ENST00000372080
NM_006266	ENST00000372050
NM_001288573	n/a
NR_106937	n/a
NR_001275	ENST00000411440
NM_020469	ENST00000453660,
NM_014581	ENST00000372034
NM_001288987	n/a
NR_110242	n/a
NR_110243	n/a
NM_001280790	n/a
NM_001280788	n/a
NM_001278928	n/a
NM_181491	ENST00000344469
NM_033161	ENST00000371989,
NM_000972	ENST00000323345
NM_001280789	n/a
NM_001279350	n/a
NM_001280787	n/a
NR_103997	n/a
NM_001280792	n/a
NM_006753	ENST00000372022
NR_103996	n/a
NR_103995	n/a
NM_133640	ENST00000343730
NM_001278942	n/a
NM_001280793	n/a
NM_003172	ENST00000371974
NM_001280791	n/a
NM_020385	ENST00000371942
NR_002447	ENST00000383884
NR_000017	ENST00000363961
NR_002448	ENST00000362874
NR_000016	ENST00000516733
NM_001279349	n/a
NM_001279351	n/a
NM_153710	ENST00000371957
NM_017503	ENST00000371964
NR_103874	n/a
NM_017586	ENST00000316948
NM_017585	ENST00000371899,
NM_001145320	ENST00000354484
NM_001080483	ENST00000339996
NM_014694	ENST00000400678,ENST00000393061,ENST00000354484,
NM_001145099	ENST00000371899
NM_001242369	ENST00000316948
NM_001242370	ENST00000291722
NM_001135775	ENST00000291722
NM_000787	ENST00000393056
NR_102735	ENST00000425189
NM_001355256	n/a
NM_007371	ENST00000303407,ENST00000371834,
NR_149319	n/a
NR_135126	n/a
NM_017588	ENST00000358625
NM_052821	ENST00000425041
NR_023344	ENST00000408749
NR_146518	n/a
NM_001291921	n/a
NM_001291920	n/a
NR_039816	ENST00000585099
NR_138049	n/a
NR_037460	n/a
NR_039691	ENST00000581239
NR_039693	ENST00000579706
NR_037469	ENST00000581772
NR_039694	ENST00000580187
NR_039695	ENST00000582479
NR_039696	ENST00000579617
NM_004108	ENST00000291744
NM_015837	ENST00000350339
NM_002003	ENST00000371806
NM_001282611	n/a
NM_001282612	n/a
NM_006334	ENST00000277415
NM_014279	ENST00000252854,ENST00000371796,ENST00000483042,
NR_046107	n/a
NM_173520	ENST00000320778
NM_016034	ENST00000371785,
NM_144654	ENST00000371791
NR_051969	ENST00000371785
NR_051970	ENST00000371785
NR_051967	ENST00000371785
NR_051968	n/a
NM_001371401	n/a
NM_014811	ENST00000356818,ENST00000605660,
NR_038969	ENST00000603624
NR_121579	n/a
NM_001048265	ENST00000429260
NM_182974	ENST00000371763
NM_014582	ENST00000371776
NM_001293193	n/a
NM_001293189	n/a
NM_002571	ENST00000479141,ENST00000371766,
NR_034016	ENST00000445997
NR_034017	ENST00000445997
NR_109814	n/a
NM_001018049	ENST00000371768
NM_001018048	n/a
NM_001252617	ENST00000263598
NM_001252618	ENST00000263598
NM_001252619	ENST00000263598
NM_002297	ENST00000263598
NR_120603	n/a
NM_001001676	ENST00000277526,
NM_001101677	ENST00000298466
NM_001012415	ENST00000298466
NM_015447	ENST00000389532,
NM_016172	ENST00000371756
NR_134506	n/a
NM_001256526	ENST00000418388
NM_152833	ENST00000561457
NM_014564	ENST00000371746
NM_001363746	n/a
NM_178138	ENST00000371748
NM_181701	ENST00000358701
NM_003086	ENST00000298532
NM_015597	ENST00000392945
NM_001200003	ENST00000429455,ENST00000291775,
NM_015160	ENST00000371720,ENST00000371717,
NM_001039708	ENST00000298537
NM_001282944	n/a
NM_001282946	n/a
NM_006643	ENST00000298537
NM_001145638	ENST00000440944
NR_026964	ENST00000601276
NM_001145639	ENST00000429455
NM_001039707	ENST00000298537
NM_001080849	ENST00000481053
NR_073565	ENST00000481053
NM_052814	ENST00000371734,
NM_052813	ENST00000481053
NM_001276418	ENST00000313050
NM_017617	ENST00000277541,
NR_039820	ENST00000584777
NR_039821	ENST00000582457
NR_121577	n/a
NM_152571	ENST00000354376
NM_014866	ENST00000313050,
NM_016215	ENST00000406555
NM_201446	ENST00000371699,ENST00000406555,ENST00000308874,ENST00000371698,
NR_029695	ENST00000362291
NR_046367	n/a
NR_045111	n/a
NR_045110	n/a
NM_006412	ENST00000371696
NR_135288	n/a
NR_135132	n/a
NM_001012727	ENST00000371696
NM_198946	ENST00000435202,ENST00000476567,ENST00000341206,
NM_001345934	n/a
NR_024543	ENST00000416970
NR_024542	ENST00000416970
NR_003672	ENST00000447221
NM_001001712	ENST00000406721
NM_032928	ENST00000290079,
NM_203347	ENST00000316144
NM_152421	ENST00000371692,ENST00000371691,
NM_001368089	n/a
NR_002975	ENST00000362567
NR_002958	ENST00000391185
NR_033913	n/a
NR_106780	n/a
NR_024580	ENST00000414656
NM_001368090	n/a
NR_160514	n/a
NR_160515	n/a
NR_160516	n/a
NR_160517	n/a
NM_178469	ENST00000371688,ENST00000482893,
NM_001039374	ENST00000479371
NM_001135861	ENST00000545326
NM_003792	ENST00000224073
NM_001287343	n/a
NM_001281297	n/a
NM_001281299	n/a
NM_153200	ENST00000371649,ENST00000371648,
NM_021138	ENST00000247668,ENST00000359662,ENST00000247668,
NM_014172	ENST00000545326
NM_001281298	n/a
NM_001287342	n/a
NM_178536	ENST00000484304,ENST00000470501,
NM_206920	ENST00000317446
NR_109808	n/a
NR_109807	n/a
NM_000606	ENST00000224181
NM_018998	ENST00000483559
NR_036251	ENST00000585012
NR_039697	ENST00000579420
NM_001080482	ENST00000436881
NM_001246	ENST00000355097
NR_138077	n/a
NM_183241	ENST00000371620
NM_001606	ENST00000265662,ENST00000371605,
NM_001329678	n/a
NR_138073	n/a
NR_138075	n/a
NR_138074	n/a
NR_138076	n/a
NM_207511	ENST00000314330
NM_015392	ENST00000371600,ENST00000371601,
NM_004479	ENST00000314412
NM_203468	ENST00000355097,
NR_157392	n/a
NM_207309	ENST00000409858
NM_000954	ENST00000224167
NR_027447	ENST00000596585
NM_178448	ENST00000409687
NM_212533	ENST00000459850
NM_207510	ENST00000408973
NM_004669	ENST00000494426
NM_014434	ENST00000344894
NM_013379	ENST00000371579
NM_003731	ENST00000322310
NM_001144027	ENST00000344894
NM_053045	ENST00000343666
NM_001185090	ENST00000315048
NM_001185091	ENST00000315048
NM_001128228	ENST00000409012,
NM_000832	ENST00000471122,ENST00000315048,
NM_031297	ENST00000391553
NM_007327	ENST00000371561
NM_001144028	ENST00000344894
NM_013366	ENST00000323927,
NR_037416	ENST00000580529
NM_001144026	ENST00000371521
NM_021569	ENST00000371561
NM_001013653	ENST00000371542
NM_001282477	n/a
NM_080877	ENST00000361134
NM_015456	ENST00000343053
NM_006088	ENST00000604929,ENST00000340384,
NM_001190228	ENST00000445101
NR_046340	ENST00000388931
NM_017723	ENST00000357503
NM_001177317	ENST00000538474
NM_001177316	ENST00000538474
NR_046339	ENST00000388931
NR_038389	n/a
NM_001256699	ENST00000388931
NM_001256700	ENST00000388931
NM_001256701	ENST00000388931
NM_001004354	ENST00000356628
NM_001004353	ENST00000388931
NM_001001710	ENST00000344774
NM_199001	ENST00000409414
NM_015537	ENST00000265663
NR_104599	n/a
NM_006647	ENST00000341349
NM_001130971	ENST00000339554,ENST00000371474,
NM_001256067	ENST00000341349
NM_001256068	ENST00000341349
NM_001178064	ENST00000339554,ENST00000371473,
NM_001286823	n/a
NR_104598	n/a
NM_001130969	ENST00000371475
NM_001130970	ENST00000371474,ENST00000437259,
NR_106964	n/a
NM_198585	ENST00000344119
NM_001033113	ENST00000371506
NM_001346380	n/a
NM_001346376	n/a
NM_001346377	n/a
NM_001346379	n/a
NM_001346381	n/a
NM_138462	ENST00000298585
NM_001346393	n/a
NM_001346391	n/a
NM_001346395	n/a
NM_001346396	n/a
NM_001346383	n/a
NM_001346385	n/a
NM_001346394	n/a
NM_001346370	n/a
NM_001346390	n/a
NM_001346382	n/a
NM_001346388	n/a
NM_001346392	n/a
NM_001346384	n/a
NM_001346387	n/a
NM_032477	ENST00000371443
NM_001346371	n/a
NM_001346372	n/a
NM_001346374	n/a
NM_001346378	n/a
NM_138778	ENST00000277540
NM_001346375	n/a
NM_001346389	n/a
NM_001346386	n/a
NM_001346373	n/a
NR_122036	n/a
NR_122035	n/a
NR_147508	n/a
NR_030333	ENST00000384960
NR_132977	n/a
NR_132978	n/a
NR_121582	n/a
NR_027156	ENST00000503395
NR_135133	n/a
NR_162149	n/a
NR_033181	ENST00000380155
NM_032796	ENST00000380155
NM_019597	ENST00000316594
NM_001032393	ENST00000316594
NM_001199973	ENST00000316594
NM_001199974	ENST00000316594
NM_002063	ENST00000218075
NM_001139466	ENST00000407597
NM_001118886	ENST00000218075
NM_001098624	ENST00000453318
NM_001139467	ENST00000424279
NM_014728	ENST00000380682
NM_001167890	ENST00000361306
NM_001193281	ENST00000453318,ENST00000413894,ENST00000380780,
NM_001171942	ENST00000443437,
NM_001347733	n/a
NM_013427	ENST00000337414
NM_005647	ENST00000217964
NM_001193280	ENST00000413894,
NM_001368401	n/a
NR_109776	n/a
NM_001193279	ENST00000413894,
NM_000381	ENST00000317552
NM_006125	ENST00000380717,ENST00000380718,ENST00000413512,
NM_001193278	ENST00000413894,
NM_001193277	ENST00000453318
NM_033290	ENST00000317552,ENST00000453318,
NM_001368396	n/a
NM_001139468	ENST00000424279,
NM_033289	ENST00000453318,ENST00000317552,
NM_015507	ENST00000361306,ENST00000380602,
NM_001118885	ENST00000443437
NM_001368397	n/a
NR_160545	n/a
NR_160544	n/a
NM_001368395	n/a
NM_001368398	n/a
NM_001368402	n/a
NM_001368399	n/a
NM_001368400	n/a
NR_033349	n/a
NR_033348	n/a
NM_001172732	ENST00000451717
NM_021785	ENST00000360011,ENST00000451717,
NM_001172743	ENST00000545871
NM_001172739	ENST00000545871
NR_073010	ENST00000608254
NM_004020	ENST00000541735
NM_004022	ENST00000359836
NM_004013	ENST00000378707
NM_014271	ENST00000378993
NM_004021	ENST00000378707
NM_004012	ENST00000378677
NM_000109	ENST00000378677
NM_004009	ENST00000378677
NM_004010	ENST00000378677
NM_004006	ENST00000357033
NM_004023	ENST00000343523
NM_004014	ENST00000378707
NM_004011	ENST00000378677
NM_001127212	ENST00000402590,ENST00000404720,ENST00000362097,
NM_001098406	ENST00000442437,
NM_025184	ENST00000420999
NM_001098412	ENST00000381751,
NM_001353924	n/a
NM_001369032	n/a
NM_001330495	n/a
NM_001173479	ENST00000437457
NM_001173480	ENST00000253401,ENST00000374870,
NM_001353923	n/a
NM_001353922	n/a
NM_015185	ENST00000253401,ENST00000374878,
NM_001353928	n/a
NM_001353921	n/a
NM_001369031	n/a
NM_001353927	n/a
NM_001353926	n/a
NM_001369036	n/a
NM_001369030	n/a
NM_001369033	n/a
NM_001369034	n/a
NM_001369035	n/a
NM_001369045	n/a
NM_001369044	n/a
NM_001369043	n/a
NM_001369042	n/a
NM_001369041	n/a
NM_001369040	n/a
NM_001369039	n/a
NM_001369038	n/a
NM_001369037	n/a
NM_001005612	ENST00000374553
NM_001005609	ENST00000374553
NR_028379	ENST00000602812
NM_001399	ENST00000374552
NM_001363821	n/a
NM_001013627	ENST00000540800,ENST00000373677,
NM_152630	ENST00000308293
NM_001170574	ENST00000538312
NM_001168361	ENST00000373094
NM_001168360	ENST00000373094
NM_053281	ENST00000461604
NM_032968	ENST00000373094
NM_032969	ENST00000373097
NM_001139514	ENST00000373131
NM_001139515	ENST00000373131,ENST00000508860,ENST00000510272,ENST00000484479,
NM_001168362	ENST00000373097
NM_001168363	ENST00000373097
NM_006729	ENST00000373061
NM_001184880	ENST00000373034
NM_001105243	ENST00000373034
NM_020766	ENST00000373034
NM_007309	ENST00000355827,
NM_017416	ENST00000372582
NM_080879	ENST00000304236,ENST00000372633,
NM_001184782	ENST00000461251,ENST00000372544,
NM_018015	ENST00000372548
NM_012471	ENST00000262839,
NM_014253	ENST00000371130
NM_001163279	ENST00000422452
NM_001163278	ENST00000422452
NM_016032	ENST00000357166,ENST00000371064,
NM_006375	ENST00000370927,ENST00000394363,ENST00000370935,
NM_001008222	ENST00000357166
NM_182314	ENST00000338144
NM_001281736	n/a
NR_027621	n/a
NM_001167819	ENST00000394153
NM_001159703	ENST00000394155
NM_001159702	ENST00000394155
NM_001159700	ENST00000535737
NM_001449	ENST00000394153,ENST00000394155,ENST00000539015,
NM_001159704	ENST00000543669
NM_001369328	n/a
NM_001369329	n/a
NM_001369330	n/a
NM_001369326	n/a
NM_001369327	n/a
NM_134446	ENST00000355149
NM_001169125	ENST00000370457,ENST00000370460,
NM_001170628	ENST00000286437
NM_134445	ENST00000355149
NM_031462	ENST00000370377
NM_001184808	ENST00000437787
NM_001169124	ENST00000370460
NM_001242614	ENST00000370377
NM_002025	ENST00000370460
NM_001169123	ENST00000370460
NM_001169122	ENST00000370457
NM_032512	ENST00000393758,ENST00000164640,
NM_001303512	n/a
NM_001303515	n/a
NM_001303516	n/a
NM_001303514	n/a
NM_000132	ENST00000360256
NM_001303513	n/a
NM_001184703	ENST00000381163
NM_001201539	ENST00000381127
NM_004042	ENST00000359361
NM_001321370	n/a
NM_001321368	n/a
NM_001201538	ENST00000381127
NM_001184704	ENST00000381163,
NM_001369079	n/a
NM_145177	ENST00000334651
NM_001321367	n/a
NM_001321369	n/a
NM_003918	ENST00000381163
NM_001369080	n/a
NM_001184702	ENST00000381163
NM_001282631	n/a
NM_001122898	ENST00000381192
NM_002414	ENST00000381192
NM_001079855	ENST00000381163,
NR_135623	n/a
NM_005044	ENST00000262848
NM_001282146	n/a
NM_001282145	n/a
NM_181332	ENST00000381095,ENST00000381093,ENST00000381095,
NM_020742	ENST00000381093
NM_001320754	n/a
NM_001320753	n/a
NM_001320751	n/a
NM_001320750	n/a
NM_001320752	n/a
NM_000351	ENST00000217961
NM_000216	ENST00000262648
NM_015691	ENST00000380861
NM_001649	ENST00000380913,
NM_000273	ENST00000380929
NM_001122608	ENST00000321143
NM_013423	ENST00000303025,ENST00000380736,ENST00000495242,
NM_001171991	ENST00000321143
NM_005333	ENST00000321143
NM_001287242	n/a
NM_001001994	ENST00000316715,ENST00000355135,ENST00000454189,
NM_001330209	n/a
NM_003611	ENST00000340096,ENST00000380550,
NM_001318729	n/a
NM_001330210	n/a
NM_021804	ENST00000252519,ENST00000427411,
NR_037859	ENST00000297904
NM_003662	ENST00000380421
NM_001018109	ENST00000380421
NM_001371415	n/a
NM_003916	ENST00000329235,ENST00000545766,ENST00000329235,
NM_001272071	ENST00000329235,ENST00000421527,
NM_175859	ENST00000359276
NM_019857	ENST00000443824
NM_001144002	ENST00000443824
NM_001369007	n/a
NM_001368994	n/a
NM_001369008	n/a
NR_160932	n/a
NR_160933	n/a
NM_001291867	n/a
NM_001291868	n/a
NM_004726	ENST00000357277
NM_198270	ENST00000380060
NM_001136024	ENST00000380060,ENST00000398097,
NR_135631	n/a
NM_001080975	ENST00000357277,ENST00000303843,
NM_006240	ENST00000361511,
NM_001323289	n/a
NM_152224	ENST00000361511
NM_001037343	ENST00000379989
NM_006089	ENST00000251900,
NR_033717	n/a
NM_153346	ENST00000380033
NM_152226	ENST00000361511
NR_133641	n/a
NM_001184767	ENST00000380030
NM_003159	ENST00000379996,
NM_001353894	n/a
NM_001353893	n/a
NM_001184833	ENST00000379878
NM_001184960	ENST00000397821,ENST00000379716,
NM_031892	ENST00000397821
NM_001353897	n/a
NM_001353895	n/a
NM_001353891	n/a
NM_001353892	n/a
NM_005756	ENST00000379878
NM_001184835	ENST00000379876
NM_001353890	n/a
NM_001079860	ENST00000379876
NM_001184834	ENST00000379873,
NM_001184836	ENST00000379876
NM_001184837	ENST00000379878,
NM_001079859	ENST00000379878
NM_001079858	ENST00000379878
NM_001024666	ENST00000397821
NM_001001671	ENST00000338883
NM_001168466	ENST00000379651
NM_152780	ENST00000379651
NM_001168467	ENST00000379651,
NM_001168465	ENST00000379651
NM_004586	ENST00000379565,
NM_001330772	n/a
NM_001168647	ENST00000425654
NM_001330770	n/a
NR_045617	ENST00000379494
NM_014332	ENST00000379494
NM_014927	ENST00000425654
NM_001168648	ENST00000279451
NM_015884	ENST00000365779,ENST00000379484,
NM_001330773	n/a
NM_001330771	n/a
NM_001168649	ENST00000543067,
NM_001282754	n/a
NM_000444	ENST00000379374,ENST00000535894,
NM_001330259	n/a
NM_001033583	ENST00000379297,ENST00000379303,ENST00000494361,
NM_024122	ENST00000379226
NR_026545	ENST00000379226
NM_001037171	ENST00000379303
NM_004845	ENST00000379145
NM_016937	ENST00000379068,ENST00000379059,
NM_001163264	ENST00000379145
NM_005391	ENST00000379162
NM_001142386	ENST00000441463
NM_001330360	n/a
NM_001163265	ENST00000379145
NM_001353448	n/a
NM_001353449	n/a
NM_001353450	n/a
NM_004016	ENST00000378723
NM_004017	ENST00000378723
NM_004018	ENST00000378723
NM_004015	ENST00000378723
NM_001304548	n/a
NR_110412	n/a
NM_001173490	ENST00000543642
NM_001173489	ENST00000542554
NM_001170331	ENST00000378621
NM_000950	ENST00000542554
NM_001142395	ENST00000378628
NM_198511	ENST00000378621
NM_001173486	ENST00000463135
NM_001367250	n/a
NM_004615	ENST00000378482,
NM_001367247	n/a
NM_006307	ENST00000378533
NM_000531	ENST00000039007
NM_001367248	n/a
NM_001367249	n/a
NM_001170751	ENST00000432886
NM_001170750	ENST00000544439
NM_001170752	ENST00000538295
NM_000328	ENST00000318842,
NM_001367245	n/a
NM_001367246	n/a
NM_001163335	ENST00000357972
NM_138780	ENST00000357972
NM_001367251	n/a
NR_159808	n/a
NR_159807	n/a
NR_159806	n/a
NR_159805	n/a
NR_159804	n/a
NR_159803	n/a
NM_001123384	ENST00000378455,ENST00000490976,
NM_144970	ENST00000378426
NM_001123383	ENST00000342274
NM_001330455	n/a
NM_003688	ENST00000318588,
NM_001039591	ENST00000324545
NM_001367721	n/a
NM_001126054	ENST00000318588
NM_001126055	ENST00000421587,ENST00000318588,
NM_005300	ENST00000378142,
NM_001097579	ENST00000378142
NM_001039590	ENST00000324545
NM_000240	ENST00000338702
NM_000898	ENST00000378069
NM_001270458	ENST00000338702
NM_001291421	n/a
NM_001291417	n/a
NM_001291416	n/a
NM_001291415	n/a
NM_001291418	n/a
NM_021140	ENST00000377967,
NR_111960	n/a
NM_014735	ENST00000218343
NM_001257291	ENST00000328306
NM_001039891	ENST00000523374
NM_032591	ENST00000328306
NM_153280	ENST00000377351,ENST00000377269,
NM_003334	ENST00000335972
NM_001077445	ENST00000397189
NM_001146291	ENST00000523374
NM_001190417	ENST00000523374
NM_001324139	n/a
NM_001324150	n/a
NM_001324149	n/a
NM_001324148	n/a
NM_153380	ENST00000397050,ENST00000377065,ENST00000313116,
NM_006950	ENST00000295987
NM_133499	ENST00000340666
NM_001007088	ENST00000396965
NM_001324147	n/a
NM_001324145	n/a
NM_001324144	n/a
NM_001324143	n/a
NM_001324142	n/a
NM_001324141	n/a
NM_001324140	n/a
NM_001324157	n/a
NM_001324156	n/a
NM_001324155	n/a
NM_001324154	n/a
NM_001324153	n/a
NM_001324152	n/a
NM_007130	ENST00000397050
NM_001324151	n/a
NR_033924	ENST00000483225
NR_028366	ENST00000319275
NM_007137	ENST00000338637,ENST00000376954,
NM_001178099	ENST00000396965
NM_006962	ENST00000396965
NM_001032383	ENST00000376563
