gene	tx_id	gene_recovery	transcript_recovery	tx_perc_recovery	tx_rank
ASB10	NM_001142459	11.0	4.0	36.36363636363637	1.0
RHEB	NM_005614	3.0	3.0	100.0	1.0
PRKAG2	NM_016203	73.0	15.0	20.54794520547945	1.0
PRKAG2	NM_001040633	73.0	15.0	20.54794520547945	1.0
PRKAG2	NM_001304527	73.0	15.0	20.54794520547945	1.0
KMT2C	NM_170606	17.0	17.0	100.0	1.0
XRCC2	NM_005431	7.0	7.0	100.0	1.0
DPP6	NM_001039350	4.0	1.0	25.0	1.0
DPP6	NM_130797	4.0	1.0	25.0	1.0
DPP6	NM_001936	4.0	1.0	25.0	1.0
DPP6	NM_001290252	4.0	1.0	25.0	1.0
SHH	NM_000193	74.0	44.0	59.45945945945946	1.0
MNX1	NM_005515	14.0	9.0	64.28571428571429	1.0
DNAJB6	NM_005494	20.0	10.0	50.0	1.0
DNAJB6	NM_058246	20.0	10.0	50.0	1.0
NCAPG2	NM_017760	12.0	3.0	25.0	1.0
NCAPG2	NM_001281932	12.0	3.0	25.0	1.0
NCAPG2	NR_104054	12.0	3.0	25.0	1.0
NCAPG2	NM_001281933	12.0	3.0	25.0	1.0
WDR60	NM_018051	8.0	8.0	100.0	1.0
CLN8	NM_018941	32.0	32.0	100.0	1.0
ARHGEF10	NM_001308153	3.0	1.0	33.33333333333333	1.0
ARHGEF10	NM_001308152	3.0	1.0	33.33333333333333	1.0
ARHGEF10	NM_014629	3.0	1.0	33.33333333333333	1.0
MCPH1	NM_001322042	75.0	13.0	17.333333333333336	1.0
MCPH1	NM_024596	75.0	13.0	17.333333333333336	1.0
ERI1	NM_153332	1.0	1.0	100.0	1.0
RP1L1	NM_178857	8.0	8.0	100.0	1.0
BLK	NM_001330465	8.0	4.0	50.0	1.0
BLK	NM_001715	8.0	4.0	50.0	1.0
GATA4	NM_001308093	58.0	22.0	37.93103448275862	1.0
DLC1	NM_001348082	8.0	1.0	12.5	1.0
DLC1	NM_001348081	8.0	1.0	12.5	1.0
DLC1	NM_182643	8.0	1.0	12.5	1.0
DLC1	NM_001348083	8.0	1.0	12.5	1.0
DLC1	NM_001316668	8.0	1.0	12.5	1.0
DLC1	NM_001348084	8.0	1.0	12.5	1.0
DLC1	NM_006094	8.0	1.0	12.5	1.0
DLC1	NM_001164271	8.0	1.0	12.5	1.0
TUSC3	NM_006765	6.0	3.0	50.0	1.0
TUSC3	NM_178234	6.0	3.0	50.0	1.0
MSR1	NM_138716	3.0	1.0	33.33333333333333	1.0
MSR1	NM_138715	3.0	1.0	33.33333333333333	1.0
MSR1	NM_002445	3.0	1.0	33.33333333333333	1.0
FGF20	NM_019851	1.0	1.0	100.0	1.0
VPS37A	NM_152415	2.0	1.0	50.0	1.0
VPS37A	NM_001145152	2.0	1.0	50.0	1.0
PDGFRL	NM_006207	1.0	1.0	100.0	1.0
ASAH1	NM_004315	38.0	13.0	34.21052631578947	1.0
ASAH1	NM_001127505	38.0	13.0	34.21052631578947	1.0
LPL	NM_000237	36.0	36.0	100.0	1.0
ATP6V1B2	NM_001693	6.0	6.0	100.0	1.0
LZTS1	NM_021020	2.0	2.0	100.0	1.0
FGF17	NM_003867	4.0	2.0	50.0	1.0
FGF17	NM_001304478	4.0	2.0	50.0	1.0
HR	NM_018411	18.0	9.0	50.0	1.0
HR	NM_005144	18.0	9.0	50.0	1.0
SFTPC	NM_003018	40.0	7.0	17.5	1.0
SFTPC	NM_001172410	40.0	7.0	17.5	1.0
SFTPC	NM_001172357	40.0	7.0	17.5	1.0
SFTPC	NM_001317778	40.0	7.0	17.5	1.0
SFTPC	NM_001317780	40.0	7.0	17.5	1.0
BMP1	NR_033404	18.0	5.0	27.77777777777778	1.0
BMP1	NM_001199	18.0	5.0	27.77777777777778	1.0
SLC39A14	NM_015359	21.0	7.0	33.33333333333333	1.0
RHOBTB2	NM_001160036	12.0	4.0	33.33333333333333	1.0
RHOBTB2	NM_001160037	12.0	4.0	33.33333333333333	1.0
RHOBTB2	NM_015178	12.0	4.0	33.33333333333333	1.0
NEFL	NM_006158	21.0	21.0	100.0	1.0
GNRH1	NM_001083111	2.0	1.0	50.0	1.0
GNRH1	NM_000825	2.0	1.0	50.0	1.0
DPYSL2	NM_001197293	3.0	1.0	33.33333333333333	1.0
DPYSL2	NM_001386	3.0	1.0	33.33333333333333	1.0
DPYSL2	NM_001244604	3.0	1.0	33.33333333333333	1.0
CHRNA2	NM_001347705	18.0	3.0	16.666666666666664	1.0
CHRNA2	NM_001282455	18.0	3.0	16.666666666666664	1.0
CHRNA2	NM_001347708	18.0	3.0	16.666666666666664	1.0
CHRNA2	NM_001347706	18.0	3.0	16.666666666666664	1.0
CHRNA2	NM_000742	18.0	3.0	16.666666666666664	1.0
CHRNA2	NM_001347707	18.0	3.0	16.666666666666664	1.0
ESCO2	NM_001017420	25.0	25.0	100.0	1.0
FZD3	NM_017412	2.0	1.0	50.0	1.0
FZD3	NM_145866	2.0	1.0	50.0	1.0
EXTL3	NM_001440	4.0	4.0	100.0	1.0
GTF2E2	NM_002095	2.0	2.0	100.0	1.0
TEX15	NM_031271	4.0	4.0	100.0	1.0
WRN	NM_000553	62.0	62.0	100.0	1.0
MAK16	NM_032509	1.0	1.0	100.0	1.0
TTI2	NM_001330505	8.0	2.0	25.0	1.0
TTI2	NM_001102401	8.0	2.0	25.0	1.0
TTI2	NM_001265581	8.0	2.0	25.0	1.0
TTI2	NM_025115	8.0	2.0	25.0	1.0
ERLIN2	NM_007175	9.0	5.0	55.55555555555556	1.0
PROSC	NM_007198	5.0	5.0	100.0	1.0
ASH2L	NM_004674	4.0	1.0	25.0	1.0
ASH2L	NM_001282272	4.0	1.0	25.0	1.0
ASH2L	NM_001105214	4.0	1.0	25.0	1.0
ASH2L	NM_001261832	4.0	1.0	25.0	1.0
STAR	NM_000349	22.0	22.0	100.0	1.0
DDHD2	NM_015214	38.0	16.0	42.10526315789473	1.0
DDHD2	NM_001164232	38.0	16.0	42.10526315789473	1.0
FGFR1	NM_015850	597.0	67.0	11.222780569514237	1.0
FGFR1	NM_001174063	597.0	67.0	11.222780569514237	1.0
FGFR1	NM_023110	597.0	67.0	11.222780569514237	1.0
FGFR1	NM_001174064	597.0	67.0	11.222780569514237	1.0
FGFR1	NM_001174065	597.0	67.0	11.222780569514237	1.0
FGFR1	NM_001174067	597.0	67.0	11.222780569514237	1.0
ADAM9	NM_003816	8.0	2.0	25.0	1.0
ADAM9	NR_027638	8.0	2.0	25.0	1.0
ADAM9	NR_027878	8.0	2.0	25.0	1.0
ADAM9	NR_027639	8.0	2.0	25.0	1.0
ANK1	NM_020475	69.0	14.0	20.28985507246377	1.0
ANK1	NM_000037	69.0	14.0	20.28985507246377	1.0
ANK1	NM_020476	69.0	14.0	20.28985507246377	1.0
KAT6A	NM_006766	58.0	45.0	77.58620689655173	1.0
IKBKB	NR_033818	18.0	3.0	16.666666666666664	1.0
IKBKB	NM_001556	18.0	3.0	16.666666666666664	1.0
IKBKB	NR_033819	18.0	3.0	16.666666666666664	1.0
IKBKB	NR_040009	18.0	3.0	16.666666666666664	1.0
IKBKB	NM_001242778	18.0	3.0	16.666666666666664	1.0
IKBKB	NM_001190720	18.0	3.0	16.666666666666664	1.0
SLC20A2	NM_006749	75.0	25.0	33.33333333333333	1.0
SLC20A2	NM_001257181	75.0	25.0	33.33333333333333	1.0
SLC20A2	NM_001257180	75.0	25.0	33.33333333333333	1.0
THAP1	NM_018105	36.0	20.0	55.55555555555556	1.0
RNF170	NM_001160225	10.0	2.0	20.0	1.0
RNF170	NR_027669	10.0	2.0	20.0	1.0
RNF170	NM_030954	10.0	2.0	20.0	1.0
RNF170	NR_027668	10.0	2.0	20.0	1.0
RNF170	NM_001160223	10.0	2.0	20.0	1.0
HOOK3	NM_032410	2.0	2.0	100.0	1.0
POMK	NM_032237	12.0	6.0	50.0	1.0
POMK	NM_001277971	12.0	6.0	50.0	1.0
HGSNAT	NM_152419	25.0	25.0	100.0	1.0
PRKDC	NM_001081640	6.0	3.0	50.0	1.0
PRKDC	NM_006904	6.0	3.0	50.0	1.0
RP1	NM_006269	53.0	53.0	100.0	1.0
PLAG1	NM_001114635	6.0	2.0	33.33333333333333	1.0
PLAG1	NM_001114634	6.0	2.0	33.33333333333333	1.0
PLAG1	NM_002655	6.0	2.0	33.33333333333333	1.0
IMPAD1	NM_017813	5.0	5.0	100.0	1.0
CA8	NM_004056	14.0	3.0	21.428571428571427	1.0
CA8	NR_135821	14.0	3.0	21.428571428571427	1.0
CA8	NM_001321837	14.0	3.0	21.428571428571427	1.0
CA8	NM_001321838	14.0	3.0	21.428571428571427	1.0
CHD7	NM_017780	354.0	280.0	79.09604519774011	1.0
ASPH	NM_004318	16.0	3.0	18.75	1.0
ASPH	NM_001164750	16.0	3.0	18.75	1.0
TTPA	NM_000370	24.0	24.0	100.0	1.0
CYP7B1	NM_004820	31.0	18.0	58.06451612903226	1.0
CSPP1	NM_024790	49.0	25.0	51.02040816326531	1.0
CPA6	NM_020361	1.0	1.0	100.0	1.0
PREX2	NM_024870	1.0	1.0	100.0	1.0
EYA1	NM_000503	208.0	36.0	17.307692307692307	1.0
EYA1	NM_172060	208.0	36.0	17.307692307692307	1.0
EYA1	NM_172058	208.0	36.0	17.307692307692307	1.0
TRPA1	NM_007332	1.0	1.0	100.0	1.0
ELOC	NM_001204864	27.0	3.0	11.11111111111111	1.0
ELOC	NM_001204857	27.0	3.0	11.11111111111111	1.0
ELOC	NM_001204860	27.0	3.0	11.11111111111111	1.0
ELOC	NM_001204863	27.0	3.0	11.11111111111111	1.0
ELOC	NM_005648	27.0	3.0	11.11111111111111	1.0
ELOC	NM_001204859	27.0	3.0	11.11111111111111	1.0
ELOC	NM_001204858	27.0	3.0	11.11111111111111	1.0
ELOC	NM_001204862	27.0	3.0	11.11111111111111	1.0
ELOC	NM_001204861	27.0	3.0	11.11111111111111	1.0
TMEM70	NM_001040613	21.0	7.0	33.33333333333333	1.0
TMEM70	NR_033334	21.0	7.0	33.33333333333333	1.0
TMEM70	NM_017866	21.0	7.0	33.33333333333333	1.0
GDAP1	NM_018972	100.0	35.0	35.0	1.0
PEX2	NM_001172087	64.0	16.0	25.0	1.0
PEX2	NM_001172086	64.0	16.0	25.0	1.0
PEX2	NM_001079867	64.0	16.0	25.0	1.0
PEX2	NM_000318	64.0	16.0	25.0	1.0
PMP2	NM_002677	3.0	3.0	100.0	1.0
IMPA1	NM_005536	2.0	1.0	50.0	1.0
IMPA1	NM_001144878	2.0	1.0	50.0	1.0
CA1	NM_001291968	14.0	2.0	14.285714285714285	1.0
CA1	NM_001291967	14.0	2.0	14.285714285714285	1.0
CA1	NM_001128831	14.0	2.0	14.285714285714285	1.0
CA1	NM_001128830	14.0	2.0	14.285714285714285	1.0
CA1	NM_001128829	14.0	2.0	14.285714285714285	1.0
CA1	NM_001738	14.0	2.0	14.285714285714285	1.0
CA1	NM_001164830	14.0	2.0	14.285714285714285	1.0
CA2	NM_000067	11.0	6.0	54.54545454545454	1.0
CNGB3	NM_019098	72.0	72.0	100.0	1.0
NBN	NM_001024688	252.0	126.0	50.0	1.0
NBN	NM_002485	252.0	126.0	50.0	1.0
OTUD6B	NM_001286745	8.0	4.0	50.0	1.0
OTUD6B	NM_016023	8.0	4.0	50.0	1.0
RUNX1T1	NM_001198633	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_175634	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198628	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198634	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198631	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198679	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198626	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198627	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198625	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_175635	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198632	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198629	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_001198630	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_004349	30.0	2.0	6.666666666666667	1.0
RUNX1T1	NM_175636	30.0	2.0	6.666666666666667	1.0
FAM92A	NR_104268	4.0	1.0	25.0	1.0
FAM92A	NR_104267	4.0	1.0	25.0	1.0
FAM92A	NM_145269	4.0	1.0	25.0	1.0
FAM92A	NM_001283034	4.0	1.0	25.0	1.0
TMEM67	NR_024522	180.0	61.0	33.88888888888889	1.0
TMEM67	NM_153704	180.0	61.0	33.88888888888889	1.0
PDP1	NM_018444	16.0	4.0	25.0	1.0
PDP1	NM_001161780	16.0	4.0	25.0	1.0
PDP1	NM_001161779	16.0	4.0	25.0	1.0
PDP1	NM_001161781	16.0	4.0	25.0	1.0
RAD54B	NM_012415	4.0	2.0	50.0	1.0
RAD54B	NM_001205263	4.0	2.0	50.0	1.0
ESRP1	NM_017697	10.0	2.0	20.0	1.0
ESRP1	NM_001122825	10.0	2.0	20.0	1.0
ESRP1	NM_001034915	10.0	2.0	20.0	1.0
ESRP1	NM_001122826	10.0	2.0	20.0	1.0
ESRP1	NM_001122827	10.0	2.0	20.0	1.0
INTS8	NR_073444	6.0	2.0	33.33333333333333	1.0
INTS8	NM_017864	6.0	2.0	33.33333333333333	1.0
INTS8	NR_073445	6.0	2.0	33.33333333333333	1.0
NDUFAF6	NM_001330582	32.0	16.0	50.0	1.0
NDUFAF6	NM_152416	32.0	16.0	50.0	1.0
C8orf37	NM_177965	5.0	5.0	100.0	1.0
GDF6	NM_001001557	8.0	8.0	100.0	1.0
UQCRB	NM_006294	20.0	5.0	25.0	1.0
UQCRB	NM_001254752	20.0	5.0	25.0	1.0
UQCRB	NR_045639	20.0	5.0	25.0	1.0
UQCRB	NM_001199975	20.0	5.0	25.0	1.0
PTDSS1	NM_014754	8.0	5.0	62.5	1.0
POP1	NM_001145860	15.0	5.0	33.33333333333333	1.0
POP1	NM_001145861	15.0	5.0	33.33333333333333	1.0
POP1	NM_015029	15.0	5.0	33.33333333333333	1.0
VPS13B	NM_017890	556.0	232.0	41.726618705035975	1.0
SPAG1	NM_172218	28.0	14.0	50.0	1.0
SPAG1	NM_003114	28.0	14.0	50.0	1.0
GRHL2	NM_001330593	10.0	5.0	50.0	1.0
GRHL2	NM_024915	10.0	5.0	50.0	1.0
RRM2B	NM_015713	102.0	36.0	35.294117647058826	1.0
FZD6	NM_001164615	17.0	4.0	23.52941176470588	1.0
FZD6	NM_003506	17.0	4.0	23.52941176470588	1.0
FZD6	NM_001164616	17.0	4.0	23.52941176470588	1.0
CTHRC1	NM_138455	1.0	1.0	100.0	1.0
SLC25A32	NR_102337	6.0	2.0	33.33333333333333	1.0
SLC25A32	NM_030780	6.0	2.0	33.33333333333333	1.0
SLC25A32	NR_102338	6.0	2.0	33.33333333333333	1.0
DPYS	NM_001385	8.0	8.0	100.0	1.0
ZFPM2	NM_012082	8.0	8.0	100.0	1.0
RSPO2	NM_178565	7.0	3.0	42.857142857142854	1.0
RSPO2	NM_001317942	7.0	3.0	42.857142857142854	1.0
TRHR	NM_003301	4.0	4.0	100.0	1.0
TRPS1	NM_001330599	236.0	59.0	25.0	1.0
TRPS1	NM_001282903	236.0	59.0	25.0	1.0
TRPS1	NM_014112	236.0	59.0	25.0	1.0
TRPS1	NM_001282902	236.0	59.0	25.0	1.0
RAD21	NM_006265	14.0	14.0	100.0	1.0
EXT1	NM_000127	85.0	85.0	100.0	1.0
TNFRSF11B	NM_002546	5.0	5.0	100.0	1.0
COLEC10	NM_006438	5.0	3.0	60.0	1.0
TAF2	NM_003184	1.0	1.0	100.0	1.0
NDUFB9	NM_005005	12.0	3.0	25.0	1.0
NDUFB9	NM_001278646	12.0	3.0	25.0	1.0
NDUFB9	NM_001311168	12.0	3.0	25.0	1.0
NDUFB9	NM_001278645	12.0	3.0	25.0	1.0
WASHC5	NM_001330609	26.0	13.0	50.0	1.0
WASHC5	NM_014846	26.0	13.0	50.0	1.0
NSMCE2	NM_173685	3.0	3.0	100.0	1.0
MYC	NM_002467	10.0	10.0	100.0	1.0
KCNQ3	NM_004519	32.0	16.0	50.0	1.0
KCNQ3	NM_001204824	32.0	16.0	50.0	1.0
LRRC6	NM_012472	101.0	10.0	9.900990099009901	1.0
LRRC6	NM_001321966	101.0	10.0	9.900990099009901	1.0
LRRC6	NM_001321963	101.0	10.0	9.900990099009901	1.0
LRRC6	NM_001321964	101.0	10.0	9.900990099009901	1.0
LRRC6	NM_001321965	101.0	10.0	9.900990099009901	1.0
TG	NM_003235	20.0	20.0	100.0	1.0
NDRG1	NM_001258432	8.0	2.0	25.0	1.0
NDRG1	NM_001258433	8.0	2.0	25.0	1.0
NDRG1	NM_006096	8.0	2.0	25.0	1.0
NDRG1	NM_001135242	8.0	2.0	25.0	1.0
KCNK9	NR_104210	4.0	2.0	50.0	1.0
KCNK9	NM_001282534	4.0	2.0	50.0	1.0
TRAPPC9	NM_031466	24.0	8.0	33.33333333333333	1.0
TRAPPC9	NM_001321646	24.0	8.0	33.33333333333333	1.0
TRAPPC9	NM_001160372	24.0	8.0	33.33333333333333	1.0
DENND3	NM_014957	1.0	1.0	100.0	1.0
SLURP1	NM_020427	9.0	9.0	100.0	1.0
CYP11B1	NM_000497	74.0	39.0	52.702702702702695	1.0
CYP11B2	NM_000498	10.0	10.0	100.0	1.0
GPIHBP1	NM_178172	16.0	9.0	56.25	1.0
MAFA	NM_201589	1.0	1.0	100.0	1.0
EEF1D	NM_032378	2.0	1.0	50.0	1.0
EEF1D	NM_001130053	2.0	1.0	50.0	1.0
FAM83H	NM_198488	14.0	14.0	100.0	1.0
PUF60	NM_001271097	184.0	23.0	12.5	1.0
PUF60	NM_001271099	184.0	23.0	12.5	1.0
PUF60	NM_001271096	184.0	23.0	12.5	1.0
PUF60	NM_001271098	184.0	23.0	12.5	1.0
PUF60	NM_014281	184.0	23.0	12.5	1.0
PUF60	NM_078480	184.0	23.0	12.5	1.0
PUF60	NM_001271100	184.0	23.0	12.5	1.0
PUF60	NM_001136033	184.0	23.0	12.5	1.0
PLEC	NM_201378	266.0	34.0	12.781954887218044	1.0
PLEC	NM_201384	266.0	34.0	12.781954887218044	1.0
OPLAH	NM_017570	5.0	5.0	100.0	1.0
GPAA1	NM_003801	8.0	8.0	100.0	1.0
CYC1	NM_001916	2.0	2.0	100.0	1.0
DGAT1	NM_012079	5.0	5.0	100.0	1.0
SLC52A2	NM_001253816	93.0	24.0	25.806451612903224	1.0
SLC52A2	NM_001253815	93.0	24.0	25.806451612903224	1.0
SLC52A2	NM_024531	93.0	24.0	25.806451612903224	1.0
SLC39A4	NM_130849	17.0	8.0	47.05882352941176	1.0
SLC39A4	NM_017767	17.0	8.0	47.05882352941176	1.0
TONSL	NM_013432	8.0	8.0	100.0	1.0
RECQL4	NM_004260	76.0	76.0	100.0	1.0
DOCK8	NM_203447	41.0	14.0	34.146341463414636	1.0
DOCK8	NM_001193536	41.0	14.0	34.146341463414636	1.0
KANK1	NM_001256876	4.0	1.0	25.0	1.0
KANK1	NM_001256877	4.0	1.0	25.0	1.0
KANK1	NM_015158	4.0	1.0	25.0	1.0
KANK1	NM_153186	4.0	1.0	25.0	1.0
DMRT1	NM_021951	1.0	1.0	100.0	1.0
SMARCA2	NM_003070	144.0	37.0	25.694444444444443	1.0
SMARCA2	NM_139045	144.0	37.0	25.694444444444443	1.0
SMARCA2	NM_001289396	144.0	37.0	25.694444444444443	1.0
VLDLR	NM_003383	33.0	8.0	24.242424242424242	1.0
VLDLR	NM_001018056	33.0	8.0	24.242424242424242	1.0
VLDLR	NM_001322225	33.0	8.0	24.242424242424242	1.0
VLDLR	NM_001322226	33.0	8.0	24.242424242424242	1.0
KCNV2	NM_133497	13.0	13.0	100.0	1.0
GLIS3	NM_001042413	8.0	4.0	50.0	1.0
GLIS3	NM_152629	8.0	4.0	50.0	1.0
SLC1A1	NM_004170	3.0	3.0	100.0	1.0
JAK2	NM_001322194	63.0	9.0	14.285714285714285	1.0
JAK2	NM_001322195	63.0	9.0	14.285714285714285	1.0
JAK2	NM_001322198	63.0	9.0	14.285714285714285	1.0
JAK2	NM_001322196	63.0	9.0	14.285714285714285	1.0
JAK2	NM_001322199	63.0	9.0	14.285714285714285	1.0
JAK2	NM_004972	63.0	9.0	14.285714285714285	1.0
JAK2	NM_001322204	63.0	9.0	14.285714285714285	1.0
GLDC	NM_000170	96.0	96.0	100.0	1.0
TYRP1	NM_000550	11.0	11.0	100.0	1.0
MPDZ	NM_001330637	40.0	10.0	25.0	1.0
MPDZ	NM_001261407	40.0	10.0	25.0	1.0
MPDZ	NM_001261406	40.0	10.0	25.0	1.0
MPDZ	NM_003829	40.0	10.0	25.0	1.0
NFIB	NM_001190738	17.0	5.0	29.411764705882355	1.0
NFIB	NM_005596	17.0	5.0	29.411764705882355	1.0
NFIB	NM_001190737	17.0	5.0	29.411764705882355	1.0
FREM1	NM_144966	12.0	10.0	83.33333333333334	1.0
BNC2	NM_001317939	4.0	2.0	50.0	1.0
KLHL9	NM_018847	1.0	1.0	100.0	1.0
CDKN2A	NM_058197	224.0	62.0	27.67857142857143	1.0
PLAA	NM_001031689	6.0	3.0	50.0	1.0
PLAA	NM_001321546	6.0	3.0	50.0	1.0
TEK	NM_000459	19.0	7.0	36.84210526315789	1.0
DDX58	NM_014314	4.0	4.0	100.0	1.0
TOPORS	NM_001195622	12.0	6.0	50.0	1.0
TOPORS	NM_005802	12.0	6.0	50.0	1.0
APTX	NM_175069	159.0	15.0	9.433962264150944	1.0
APTX	NM_001195251	159.0	15.0	9.433962264150944	1.0
B4GALT1	NM_001497	1.0	1.0	100.0	1.0
UBAP1	NM_001171204	48.0	8.0	16.666666666666664	1.0
UBAP1	NM_001171203	48.0	8.0	16.666666666666664	1.0
UBAP1	NR_033243	48.0	8.0	16.666666666666664	1.0
UBAP1	NM_016525	48.0	8.0	16.666666666666664	1.0
UBAP1	NM_001171202	48.0	8.0	16.666666666666664	1.0
UBAP1	NM_001171201	48.0	8.0	16.666666666666664	1.0
NUDT2	NM_001161	4.0	1.0	25.0	1.0
NUDT2	NM_147172	4.0	1.0	25.0	1.0
NUDT2	NM_147173	4.0	1.0	25.0	1.0
NUDT2	NM_001244390	4.0	1.0	25.0	1.0
KIAA1161	NM_020702	8.0	8.0	100.0	1.0
DNAI1	NM_001281428	24.0	12.0	50.0	1.0
DNAI1	NM_012144	24.0	12.0	50.0	1.0
SIGMAR1	NM_001282207	59.0	8.0	13.559322033898304	1.0
SIGMAR1	NM_001282206	59.0	8.0	13.559322033898304	1.0
SIGMAR1	NM_005866	59.0	8.0	13.559322033898304	1.0
SIGMAR1	NM_001282208	59.0	8.0	13.559322033898304	1.0
GALT	NM_000155	345.0	181.0	52.46376811594203	1.0
IL11RA	NM_001142784	10.0	5.0	50.0	1.0
IL11RA	NR_052010	10.0	5.0	50.0	1.0
DNAJB5	NM_001135004	2.0	1.0	50.0	1.0
DNAJB5	NM_001135005	2.0	1.0	50.0	1.0
VCP	NM_007126	16.0	16.0	100.0	1.0
FANCG	NM_004629	12.0	12.0	100.0	1.0
PIGO	NM_032634	36.0	18.0	50.0	1.0
RUSC2	NM_014806	8.0	2.0	25.0	1.0
RUSC2	NR_052015	8.0	2.0	25.0	1.0
RUSC2	NM_001330740	8.0	2.0	25.0	1.0
RUSC2	NM_001135999	8.0	2.0	25.0	1.0
RMRP	NR_003051	16.0	16.0	100.0	1.0
TPM2	NM_001301226	78.0	20.0	25.64102564102564	1.0
TPM2	NM_003289	78.0	20.0	25.64102564102564	1.0
GBA2	NM_001330660	24.0	12.0	50.0	1.0
GBA2	NM_020944	24.0	12.0	50.0	1.0
NPR2	NM_003995	28.0	28.0	100.0	1.0
GNE	NM_001128227	262.0	58.0	22.137404580152673	1.0
GNE	NM_005476	262.0	58.0	22.137404580152673	1.0
GRHPR	NM_012203	43.0	43.0	100.0	1.0
EXOSC3	NM_016042	20.0	11.0	55.00000000000001	1.0
ALDH1B1	NM_000692	1.0	1.0	100.0	1.0
PRKACG	NM_002732	1.0	1.0	100.0	1.0
FXN	NM_181425	32.0	11.0	34.375	1.0
FXN	NM_000144	32.0	11.0	34.375	1.0
TJP2	NM_001170414	95.0	19.0	20.0	1.0
TJP2	NM_004817	95.0	19.0	20.0	1.0
TJP2	NM_201629	95.0	19.0	20.0	1.0
TJP2	NM_001170415	95.0	19.0	20.0	1.0
TJP2	NM_001170416	95.0	19.0	20.0	1.0
TRPM3	NM_001007471	7.0	1.0	14.285714285714285	1.0
TRPM3	NM_206944	7.0	1.0	14.285714285714285	1.0
TRPM3	NM_020952	7.0	1.0	14.285714285714285	1.0
TRPM3	NM_206945	7.0	1.0	14.285714285714285	1.0
TRPM3	NM_024971	7.0	1.0	14.285714285714285	1.0
TRPM3	NM_206947	7.0	1.0	14.285714285714285	1.0
TRPM3	NM_206946	7.0	1.0	14.285714285714285	1.0
MIR204	NR_029621	1.0	1.0	100.0	1.0
TMC1	NM_138691	25.0	25.0	100.0	1.0
RORB	NM_006914	1.0	1.0	100.0	1.0
TRPM6	NM_017662	27.0	9.0	33.33333333333333	1.0
TRPM6	NM_001177310	27.0	9.0	33.33333333333333	1.0
TRPM6	NM_001177311	27.0	9.0	33.33333333333333	1.0
VPS13A	NM_033305	62.0	16.0	25.806451612903224	1.0
VPS13A	NM_001018037	62.0	16.0	25.806451612903224	1.0
GNA14	NM_004297	1.0	1.0	100.0	1.0
GNAQ	NM_002072	3.0	3.0	100.0	1.0
CEP78	NM_001330691	10.0	2.0	20.0	1.0
CEP78	NM_001330693	10.0	2.0	20.0	1.0
CEP78	NM_001330694	10.0	2.0	20.0	1.0
CEP78	NM_001098802	10.0	2.0	20.0	1.0
CEP78	NM_032171	10.0	2.0	20.0	1.0
PSAT1	NM_058179	16.0	8.0	50.0	1.0
PSAT1	NM_021154	16.0	8.0	50.0	1.0
UBQLN1	NM_053067	2.0	1.0	50.0	1.0
UBQLN1	NM_013438	2.0	1.0	50.0	1.0
HNRNPK	NM_031262	66.0	11.0	16.666666666666664	1.0
HNRNPK	NM_002140	66.0	11.0	16.666666666666664	1.0
HNRNPK	NM_001318186	66.0	11.0	16.666666666666664	1.0
HNRNPK	NM_001318187	66.0	11.0	16.666666666666664	1.0
HNRNPK	NM_001318188	66.0	11.0	16.666666666666664	1.0
HNRNPK	NM_031263	66.0	11.0	16.666666666666664	1.0
NTRK2	NM_006180	16.0	4.0	25.0	1.0
NTRK2	NM_001018064	16.0	4.0	25.0	1.0
AGTPBP1	NM_001286717	36.0	9.0	25.0	1.0
AGTPBP1	NM_001286715	36.0	9.0	25.0	1.0
AGTPBP1	NM_015239	36.0	9.0	25.0	1.0
AGTPBP1	NM_001330701	36.0	9.0	25.0	1.0
ISCA1	NM_030940	1.0	1.0	100.0	1.0
CDK20	NM_001170639	4.0	1.0	25.0	1.0
CDK20	NM_012119	4.0	1.0	25.0	1.0
CDK20	NM_001039803	4.0	1.0	25.0	1.0
CDK20	NM_178432	4.0	1.0	25.0	1.0
SECISBP2	NM_024077	19.0	5.0	26.31578947368421	1.0
SECISBP2	NM_001282688	19.0	5.0	26.31578947368421	1.0
SECISBP2	NM_001282690	19.0	5.0	26.31578947368421	1.0
AUH	NM_001306190	18.0	9.0	50.0	1.0
AUH	NM_001698	18.0	9.0	50.0	1.0
ROR2	NM_004560	24.0	17.0	70.83333333333334	1.0
SPTLC1	NM_001281303	19.0	8.0	42.10526315789473	1.0
SPTLC1	NM_006415	19.0	8.0	42.10526315789473	1.0
