tx_id	gene	gene_recovery	transcript_recovery	tx_perc_recovery
NM_003002	SDHD	233.0	51.0	21.888412017167383
NM_001276503	SDHD	233.0	38.0	16.30901287553648
NM_001276504	SDHD	233.0	42.0	18.025751072961373
NM_000317	PTS	21.0	21.0	100.0
NM_006006	ZBTB16	2.0	1.0	50.0
NM_001018011	ZBTB16	2.0	1.0	50.0
NM_001166598	APOA5	6.0	3.0	50.0
NM_052968	APOA5	6.0	3.0	50.0
NM_000482	APOA4	1.0	1.0	100.0
NM_000040	APOC3	2.0	2.0	100.0
NM_001318021	APOA1	91.0	19.0	20.87912087912088
NM_000039	APOA1	91.0	23.0	25.274725274725274
NM_001318018	APOA1	91.0	23.0	25.274725274725274
NM_001318017	APOA1	91.0	23.0	25.274725274725274
NR_126362	APOA1	91.0	3.0	3.296703296703297
NM_001281749	SIK3	3.0	1.0	33.33333333333333
NM_025164	SIK3	3.0	1.0	33.33333333333333
NM_001281748	SIK3	3.0	1.0	33.33333333333333
NM_001271933	CEP164	20.0	10.0	50.0
NM_014956	CEP164	20.0	10.0	50.0
NM_020693	DSCAML1	1.0	1.0	100.0
NM_001243598	FXYD6	1.0	0.0	0.0
NM_001204268	FXYD6	1.0	1.0	100.0
NM_021603	FXYD2	2.0	1.0	50.0
NM_001680	FXYD2	2.0	1.0	50.0
NM_001164831	FXYD6	1.0	0.0	0.0
NM_022003	FXYD6	1.0	0.0	0.0
NM_001164832	FXYD6	1.0	0.0	0.0
NM_001164837	FXYD6	1.0	0.0	0.0
NM_001164836	FXYD6	1.0	0.0	0.0
NR_026691	IL10RA	8.0	4.0	50.0
NM_001558	IL10RA	8.0	4.0	50.0
NM_001142348	SCN4B	12.0	3.0	25.0
NM_174934	SCN4B	12.0	3.0	25.0
NR_024527	SCN4B	12.0	3.0	25.0
NM_001142349	SCN4B	12.0	3.0	25.0
NM_004588	SCN2B	1.0	1.0	100.0
NM_005797	MPZL2	6.0	3.0	50.0
NM_144765	MPZL2	6.0	3.0	50.0
NM_000733	CD3E	2.0	2.0	100.0
NM_001040651	CD3D	5.0	2.0	40.0
NM_000732	CD3D	5.0	3.0	60.0
NM_000073	CD3G	3.0	3.0	100.0
NM_004788	UBE4A	2.0	1.0	50.0
NM_001204077	UBE4A	2.0	1.0	50.0
NM_001197104	KMT2A	218.0	109.0	50.0
NM_005933	KMT2A	218.0	109.0	50.0
NR_120574	LOC101929089	11.0	3.0	27.27272727272727
NR_120576	LOC101929089	11.0	2.0	18.181818181818183
NR_120573	LOC101929089	11.0	2.0	18.181818181818183
NR_120575	LOC101929089	11.0	2.0	18.181818181818183
NR_120572	LOC101929089	11.0	2.0	18.181818181818183
NM_001655	ARCN1	4.0	3.0	75.0
NM_001142281	ARCN1	4.0	1.0	25.0
NM_001301065	TREH	2.0	1.0	50.0
NM_007180	TREH	2.0	1.0	50.0
NM_001164279	SLC37A4	175.0	31.0	17.71428571428571
NM_001467	SLC37A4	175.0	36.0	20.57142857142857
NM_001164278	SLC37A4	175.0	36.0	20.57142857142857
NM_001164277	SLC37A4	175.0	36.0	20.57142857142857
NM_001164280	SLC37A4	175.0	36.0	20.57142857142857
NM_001290185	VPS11	2.0	1.0	50.0
NM_021729	VPS11	2.0	1.0	50.0
NM_001258209	HMBS	203.0	45.0	22.167487684729064
NM_000190	HMBS	203.0	58.0	28.57142857142857
NM_001258208	HMBS	203.0	43.0	21.182266009852217
NM_001024382	HMBS	203.0	57.0	28.078817733990146
NM_001382	DPAGT1	16.0	16.0	100.0
NM_005188	CBL	14.0	14.0	100.0
NM_015645	C1QTNF5	25.0	22.0	88.0
NM_001278431	C1QTNF5	25.0	3.0	12.0
NM_031433	MFRP	22.0	22.0	100.0
NM_203285	NECTIN1	9.0	3.0	33.33333333333333
NM_002855	NECTIN1	9.0	3.0	33.33333333333333
NM_203286	NECTIN1	9.0	3.0	33.33333333333333
NM_014619	GRIK4	5.0	2.0	40.0
NM_001282470	GRIK4	5.0	2.0	40.0
NM_001282473	GRIK4	5.0	1.0	20.0
NM_005422	TECTA	32.0	32.0	100.0
NM_006918	SC5D	8.0	4.0	50.0
NM_001024956	SC5D	8.0	4.0	50.0
NM_024769	CLMP	5.0	5.0	100.0
NM_001040151	SCN3B	6.0	3.0	50.0
NM_018400	SCN3B	6.0	3.0	50.0
NM_022370	ROBO3	12.0	12.0	100.0
NM_001301088	ROBO4	19.0	9.0	47.368421052631575
NM_019055	ROBO4	19.0	10.0	52.63157894736842
NM_152722	HEPACAM	11.0	11.0	100.0
NR_132372	STT3A	3.0	0.0	0.0
NM_001278503	STT3A	3.0	1.0	33.33333333333333
NM_152713	STT3A	3.0	1.0	33.33333333333333
NM_001278504	STT3A	3.0	1.0	33.33333333333333
NM_001114121	CHEK1	16.0	2.0	12.5
NM_001114122	CHEK1	16.0	2.0	12.5
NM_001244846	CHEK1	16.0	2.0	12.5
NR_045204	CHEK1	16.0	2.0	12.5
NM_001330427	CHEK1	16.0	2.0	12.5
NM_001330428	CHEK1	16.0	2.0	12.5
NR_045205	CHEK1	16.0	2.0	12.5
NM_001274	CHEK1	16.0	2.0	12.5
NM_145014	HYLS1	2.0	1.0	50.0
NM_001134793	HYLS1	2.0	1.0	50.0
NM_001271985	PUS3	9.0	4.0	44.44444444444444
NM_031307	PUS3	9.0	5.0	55.55555555555556
NM_016952	CDON	8.0	4.0	50.0
NM_001243597	CDON	8.0	4.0	50.0
NM_017547	FOXRED1	35.0	12.0	34.285714285714285
NR_037647	FOXRED1	35.0	11.0	31.428571428571427
NR_037648	FOXRED1	35.0	12.0	34.285714285714285
NM_014026	DCPS	3.0	3.0	100.0
NM_001301097	KIRREL3	2.0	1.0	50.0
NM_032531	KIRREL3	2.0	1.0	50.0
NM_001161707	KIRREL3	2.0	0.0	0.0
NR_046986	KIRREL3	2.0	0.0	0.0
NR_040078	KIRREL3	2.0	0.0	0.0
NM_001143820	ETS1	3.0	1.0	33.33333333333333
NM_001330451	ETS1	3.0	0.0	0.0
NM_001162422	ETS1	3.0	1.0	33.33333333333333
NM_005238	ETS1	3.0	1.0	33.33333333333333
NM_001271012	FLI1	28.0	7.0	25.0
NM_001167681	FLI1	28.0	7.0	25.0
NM_001271010	FLI1	28.0	7.0	25.0
NM_002017	FLI1	28.0	7.0	25.0
NM_153764	KCNJ1	55.0	11.0	20.0
NM_153766	KCNJ1	55.0	11.0	20.0
NM_153765	KCNJ1	55.0	11.0	20.0
NM_153767	KCNJ1	55.0	11.0	20.0
NM_000220	KCNJ1	55.0	11.0	20.0
NM_000890	KCNJ5	6.0	6.0	100.0
NM_021978	ST14	3.0	3.0	100.0
NM_001319104	OPCML	6.0	1.0	16.666666666666664
NM_001012393	OPCML	6.0	1.0	16.666666666666664
NM_001319105	OPCML	6.0	1.0	16.666666666666664
NM_001319106	OPCML	6.0	1.0	16.666666666666664
NM_002545	OPCML	6.0	1.0	16.666666666666664
NM_001319103	OPCML	6.0	1.0	16.666666666666664
NM_032801	JAM3	5.0	3.0	60.0
NM_001205329	JAM3	5.0	2.0	40.0
NM_015261	NCAPD3	2.0	2.0	100.0
NM_014384	ACAD8	9.0	9.0	100.0
NM_213655	WNK1	31.0	13.0	41.935483870967744
NM_001184985	WNK1	31.0	12.0	38.70967741935484
NM_018979	WNK1	31.0	3.0	9.67741935483871
NM_014823	WNK1	31.0	3.0	9.67741935483871
NM_172364	CACNA2D4	2.0	2.0	100.0
NR_046768	CACNA1C	372.0	0.0	0.0
NM_001167623	CACNA1C	372.0	17.0	4.56989247311828
NM_001167625	CACNA1C	372.0	17.0	4.56989247311828
NM_001129840	CACNA1C	372.0	17.0	4.56989247311828
NM_001129827	CACNA1C	372.0	16.0	4.301075268817205
NM_001129832	CACNA1C	372.0	16.0	4.301075268817205
NM_001129831	CACNA1C	372.0	16.0	4.301075268817205
NM_001129833	CACNA1C	372.0	16.0	4.301075268817205
NM_001129842	CACNA1C	372.0	16.0	4.301075268817205
NM_001129829	CACNA1C	372.0	16.0	4.301075268817205
NM_001129834	CACNA1C	372.0	16.0	4.301075268817205
NM_000719	CACNA1C	372.0	16.0	4.301075268817205
NM_001129837	CACNA1C	372.0	16.0	4.301075268817205
NM_001129839	CACNA1C	372.0	16.0	4.301075268817205
NM_001129836	CACNA1C	372.0	16.0	4.301075268817205
NM_001129841	CACNA1C	372.0	16.0	4.301075268817205
NM_001129835	CACNA1C	372.0	16.0	4.301075268817205
NM_001129843	CACNA1C	372.0	16.0	4.301075268817205
NM_001129838	CACNA1C	372.0	16.0	4.301075268817205
NM_001129846	CACNA1C	372.0	16.0	4.301075268817205
NM_001129844	CACNA1C	372.0	16.0	4.301075268817205
NM_001167624	CACNA1C	372.0	17.0	4.56989247311828
NM_199460	CACNA1C	372.0	16.0	4.301075268817205
NM_001129830	CACNA1C	372.0	16.0	4.301075268817205
NR_046578	CACNA1C	372.0	0.0	0.0
NR_046769	CACNA1C	372.0	0.0	0.0
NR_046579	CACNA1C	372.0	0.0	0.0
NR_045725	CACNA1C	372.0	0.0	0.0
NR_125790	CCND2	8.0	0.0	0.0
NM_001759	CCND2	8.0	8.0	100.0
NM_020638	FGF23	9.0	9.0	100.0
NR_144382	C12orf4	18.0	1.0	5.555555555555555
NR_144381	C12orf4	18.0	2.0	11.11111111111111
NM_001346157	C12orf4	18.0	2.0	11.11111111111111
NM_001346156	C12orf4	18.0	2.0	11.11111111111111
NM_001346155	C12orf4	18.0	2.0	11.11111111111111
NM_001304811	C12orf4	18.0	2.0	11.11111111111111
NR_144380	C12orf4	18.0	1.0	5.555555555555555
NR_144379	C12orf4	18.0	2.0	11.11111111111111
NM_001346153	C12orf4	18.0	2.0	11.11111111111111
NM_020374	C12orf4	18.0	2.0	11.11111111111111
NM_005002	NDUFA9	2.0	2.0	100.0
NM_000217	KCNA1	21.0	21.0	100.0
NM_002234	KCNA5	4.0	4.0	100.0
NM_000552	VWF	105.0	105.0	100.0
NM_001346091	TNFRSF1A	68.0	14.0	20.588235294117645
NR_144351	TNFRSF1A	68.0	18.0	26.47058823529412
NM_001065	TNFRSF1A	68.0	18.0	26.47058823529412
NM_001346092	TNFRSF1A	68.0	18.0	26.47058823529412
NM_001159575	SCNN1A	27.0	9.0	33.33333333333333
NM_001038	SCNN1A	27.0	9.0	33.33333333333333
NM_001159576	SCNN1A	27.0	9.0	33.33333333333333
NR_015382	CD27	7.0	2.0	28.57142857142857
NM_001242	CD27	7.0	5.0	71.42857142857143
NR_123717	VAMP1	16.0	2.0	12.5
NM_016830	VAMP1	16.0	3.0	18.75
NM_001297438	VAMP1	16.0	3.0	18.75
NM_014231	VAMP1	16.0	3.0	18.75
NM_199245	VAMP1	16.0	5.0	31.25
NM_001273	CHD4	28.0	14.0	50.0
NM_001297553	CHD4	28.0	14.0	50.0
NM_000616	CD4	5.0	1.0	20.0
NM_001195015	CD4	5.0	1.0	20.0
NM_001195014	CD4	5.0	1.0	20.0
NM_001195016	CD4	5.0	1.0	20.0
NM_001195017	CD4	5.0	1.0	20.0
NM_002075	GNB3	6.0	3.0	50.0
NM_001297571	GNB3	6.0	3.0	50.0
NM_001297603	CDCA3	1.0	1.0	100.0
NM_001331019	CDCA3	1.0	0.0	0.0
NR_138531	CDCA3	1.0	0.0	0.0
NM_001297602	CDCA3	1.0	0.0	0.0
NM_001297604	CDCA3	1.0	0.0	0.0
NR_123727	CDCA3	1.0	0.0	0.0
NM_031299	CDCA3	1.0	0.0	0.0
NM_001159287	TPI1	26.0	9.0	34.61538461538461
NM_000365	TPI1	26.0	9.0	34.61538461538461
NM_001258026	TPI1	26.0	8.0	30.76923076923077
NM_001007026	ATN1	6.0	3.0	50.0
NM_001940	ATN1	6.0	3.0	50.0
NM_001301836	C12orf57	26.0	3.0	11.538461538461538
NM_001301834	C12orf57	26.0	5.0	19.230769230769234
NM_001301838	C12orf57	26.0	7.0	26.923076923076923
NR_126035	C12orf57	26.0	4.0	15.384615384615385
NM_138425	C12orf57	26.0	5.0	19.230769230769234
NM_001301837	C12orf57	26.0	2.0	7.6923076923076925
NR_135131	EMG1	3.0	1.0	33.33333333333333
NM_006331	EMG1	3.0	1.0	33.33333333333333
NM_001320049	EMG1	3.0	1.0	33.33333333333333
NM_201442	C1S	9.0	3.0	33.33333333333333
NM_001346850	C1S	9.0	3.0	33.33333333333333
NM_001734	C1S	9.0	3.0	33.33333333333333
NM_001733	C1R	11.0	11.0	100.0
NM_001131026	PEX5	29.0	5.0	17.24137931034483
NM_001131025	PEX5	29.0	5.0	17.24137931034483
NM_001131023	PEX5	29.0	5.0	17.24137931034483
NM_001131024	PEX5	29.0	4.0	13.793103448275861
NM_001300789	PEX5	29.0	5.0	17.24137931034483
NM_000319	PEX5	29.0	5.0	17.24137931034483
NM_020634	GDF3	5.0	5.0	100.0
NM_001326475	C3AR1	3.0	1.0	33.33333333333333
NM_004054	C3AR1	3.0	1.0	33.33333333333333
NM_001326477	C3AR1	3.0	1.0	33.33333333333333
NM_001330343	AICDA	28.0	13.0	46.42857142857143
NM_020661	AICDA	28.0	15.0	53.57142857142857
NM_001297710	MFAP5	13.0	1.0	7.6923076923076925
NM_001297711	MFAP5	13.0	2.0	15.384615384615385
NM_001297712	MFAP5	13.0	2.0	15.384615384615385
NM_001297709	MFAP5	13.0	2.0	15.384615384615385
NR_123734	MFAP5	13.0	2.0	15.384615384615385
NM_003480	MFAP5	13.0	2.0	15.384615384615385
NR_123733	MFAP5	13.0	2.0	15.384615384615385
NM_144670	A2ML1	1.0	1.0	100.0
NM_001282424	A2ML1	1.0	0.0	0.0
NM_006249	PRB3	1.0	1.0	100.0
NM_001987	ETV6	8.0	8.0	100.0
NM_002336	LRP6	16.0	16.0	100.0
NM_004064	CDKN1B	17.0	17.0	100.0
NM_000834	GRIN2B	55.0	55.0	100.0
NM_024829	PLBD1	1.0	0.0	0.0
NR_120465	PLBD1	1.0	1.0	100.0
NM_004963	GUCY2C	7.0	7.0	100.0
NM_000900	MGP	4.0	2.0	50.0
NM_001190839	MGP	4.0	2.0	50.0
NM_006205	PDE6H	1.0	1.0	100.0
NM_004447	EPS8	1.0	1.0	100.0
NM_033123	PLCZ1	3.0	1.0	33.33333333333333
NM_001330774	PLCZ1	3.0	1.0	33.33333333333333
NM_001330769	PLCZ1	3.0	1.0	33.33333333333333
NM_000921	PDE3A	12.0	6.0	50.0
NM_001244683	PDE3A	12.0	6.0	50.0
NM_006446	SLCO1B1	1.0	1.0	100.0
NM_024854	PYROXD1	2.0	2.0	100.0
NM_032941	RECQL	16.0	8.0	50.0
NM_002907	RECQL	16.0	8.0	50.0
NM_021957	GYS2	13.0	13.0	100.0
NM_020297	ABCC9	45.0	23.0	51.11111111111111
NM_005691	ABCC9	45.0	22.0	48.888888888888886
NM_152989	SOX5	44.0	8.0	18.181818181818183
NM_001261414	SOX5	44.0	8.0	18.181818181818183
NM_001261415	SOX5	44.0	8.0	18.181818181818183
NM_001330785	SOX5	44.0	8.0	18.181818181818183
NM_006940	SOX5	44.0	8.0	18.181818181818183
NM_178010	SOX5	44.0	4.0	9.090909090909092
NM_004985	KRAS	109.0	54.0	49.54128440366973
NM_033360	KRAS	109.0	55.0	50.45871559633027
NM_002223	ITPR2	1.0	1.0	100.0
NM_198965	PTHLH	16.0	4.0	25.0
NM_198966	PTHLH	16.0	4.0	25.0
NM_002820	PTHLH	16.0	4.0	25.0
NM_198964	PTHLH	16.0	4.0	25.0
NR_038927	DDX11	25.0	0.0	0.0
NM_030653	DDX11	25.0	5.0	20.0
NM_152438	DDX11	25.0	5.0	20.0
NM_004399	DDX11	25.0	5.0	20.0
NM_001257144	DDX11	25.0	5.0	20.0
NM_001257145	DDX11	25.0	5.0	20.0
NM_001304481	FGD4	124.0	18.0	14.516129032258066
NM_001330374	FGD4	124.0	18.0	14.516129032258066
NM_001304484	FGD4	124.0	18.0	14.516129032258066
NM_139241	FGD4	124.0	18.0	14.516129032258066
NM_001330373	FGD4	124.0	18.0	14.516129032258066
NM_001304483	FGD4	124.0	16.0	12.903225806451612
NM_001304480	FGD4	124.0	18.0	14.516129032258066
NM_001278464	DNM1L	137.0	18.0	13.138686131386862
NM_001278465	DNM1L	137.0	18.0	13.138686131386862
NM_001330380	DNM1L	137.0	18.0	13.138686131386862
NM_001278466	DNM1L	137.0	15.0	10.948905109489052
NM_012062	DNM1L	137.0	17.0	12.408759124087592
NM_001278463	DNM1L	137.0	17.0	12.408759124087592
NM_012063	DNM1L	137.0	17.0	12.408759124087592
NM_005690	DNM1L	137.0	17.0	12.408759124087592
NM_001040436	YARS2	19.0	19.0	100.0
NM_001005242	PKP2	210.0	104.0	49.523809523809526
NM_004572	PKP2	210.0	106.0	50.476190476190474
NM_001173465	KIF21A	36.0	9.0	25.0
NM_001173463	KIF21A	36.0	9.0	25.0
NM_017641	KIF21A	36.0	9.0	25.0
NM_001173464	KIF21A	36.0	9.0	25.0
NM_198578	LRRK2	14.0	14.0	100.0
NM_001843	CNTN1	20.0	6.0	30.0
NM_001256063	CNTN1	20.0	4.0	20.0
NM_001256064	CNTN1	20.0	4.0	20.0
NM_175038	CNTN1	20.0	6.0	30.0
NM_153026	PRICKLE1	8.0	2.0	25.0
NM_001144883	PRICKLE1	8.0	2.0	25.0
NM_001144882	PRICKLE1	8.0	2.0	25.0
NM_001144881	PRICKLE1	8.0	2.0	25.0
NM_001114182	IRAK4	25.0	6.0	24.0
NM_001145256	IRAK4	25.0	5.0	20.0
NM_016123	IRAK4	25.0	6.0	24.0
NM_001145257	IRAK4	25.0	5.0	20.0
NM_001145258	IRAK4	25.0	3.0	12.0
NM_152641	ARID2	35.0	18.0	51.42857142857142
NM_001347839	ARID2	35.0	17.0	48.57142857142857
NM_000376	VDR	51.0	17.0	33.33333333333333
NM_001017535	VDR	51.0	17.0	33.33333333333333
NM_001017536	VDR	51.0	17.0	33.33333333333333
NM_033150	COL2A1	316.0	155.0	49.050632911392405
NM_001844	COL2A1	316.0	161.0	50.9493670886076
NM_001166686	PFKM	32.0	8.0	25.0
NM_000289	PFKM	32.0	8.0	25.0
NM_001166688	PFKM	32.0	8.0	25.0
NM_001166687	PFKM	32.0	8.0	25.0
NM_015270	ADCY6	2.0	2.0	100.0
NM_033124	CCDC65	8.0	4.0	50.0
NM_001286957	CCDC65	8.0	4.0	50.0
NM_003394	WNT10B	10.0	10.0	100.0
NM_005430	WNT1	5.0	5.0	100.0
NM_003482	KMT2D	341.0	341.0	100.0
NM_021044	DHH	9.0	9.0	100.0
NM_006009	TUBA1A	303.0	101.0	33.33333333333333
NM_001270400	TUBA1A	303.0	101.0	33.33333333333333
NM_001270399	TUBA1A	303.0	101.0	33.33333333333333
NM_000486	AQP2	27.0	27.0	100.0
NR_110591	LOC101927318	6.0	0.0	0.0
NR_110590	LOC101927318	6.0	6.0	100.0
NR_110589	LOC101927318	6.0	0.0	0.0
NM_001651	AQP5	5.0	5.0	100.0
NM_005276	GPD1	6.0	3.0	50.0
NM_001257199	GPD1	6.0	3.0	50.0
NM_001257134	COX14	6.0	2.0	33.33333333333333
NM_001257133	COX14	6.0	2.0	33.33333333333333
NM_032901	COX14	6.0	2.0	33.33333333333333
NR_033422	SLC11A2	18.0	2.0	11.11111111111111
NM_001174127	SLC11A2	18.0	2.0	11.11111111111111
NM_001174126	SLC11A2	18.0	2.0	11.11111111111111
NM_001174125	SLC11A2	18.0	2.0	11.11111111111111
NM_001174128	SLC11A2	18.0	2.0	11.11111111111111
NR_033421	SLC11A2	18.0	2.0	11.11111111111111
NM_000617	SLC11A2	18.0	2.0	11.11111111111111
NM_001174129	SLC11A2	18.0	2.0	11.11111111111111
NM_001174130	SLC11A2	18.0	2.0	11.11111111111111
NM_014191	SCN8A	284.0	98.0	34.50704225352113
NM_001177984	SCN8A	284.0	98.0	34.50704225352113
NM_001330260	SCN8A	284.0	88.0	30.985915492957744
NM_000020	ACVRL1	260.0	130.0	50.0
NM_001077401	ACVRL1	260.0	130.0	50.0
NM_020328	ACVR1B	3.0	1.0	33.33333333333333
NM_004302	ACVR1B	3.0	1.0	33.33333333333333
NM_020327	ACVR1B	3.0	1.0	33.33333333333333
NM_001320198	KRT86	6.0	6.0	100.0
NM_002281	KRT81	3.0	3.0	100.0
NM_002282	KRT83	4.0	4.0	100.0
NM_002283	KRT85	2.0	1.0	50.0
NM_001300810	KRT85	2.0	1.0	50.0
NM_005555	KRT6B	4.0	4.0	100.0
NM_173086	KRT6C	3.0	3.0	100.0
NM_005554	KRT6A	18.0	18.0	100.0
NM_000424	KRT5	35.0	35.0	100.0
NM_033448	KRT71	1.0	1.0	100.0
NM_175053	KRT74	2.0	2.0	100.0
NM_000423	KRT2	9.0	9.0	100.0
NM_006121	KRT1	18.0	18.0	100.0
NM_057088	KRT3	3.0	3.0	100.0
NM_002272	KRT4	3.0	3.0	100.0
NM_001256293	KRT8	4.0	1.0	25.0
NR_045962	KRT8	4.0	1.0	25.0
NM_001256282	KRT8	4.0	1.0	25.0
NM_002273	KRT8	4.0	1.0	25.0
NM_001173466	AAAS	29.0	14.0	48.275862068965516
NM_015665	AAAS	29.0	15.0	51.724137931034484
NM_001300837	SP7	3.0	1.0	33.33333333333333
NM_001173467	SP7	3.0	1.0	33.33333333333333
NM_152860	SP7	3.0	1.0	33.33333333333333
NM_020547	AMHR2	7.0	3.0	42.857142857142854
NM_001164690	AMHR2	7.0	3.0	42.857142857142854
NM_001164691	AMHR2	7.0	1.0	14.285714285714285
NR_047507	HOXC13	2.0	0.0	0.0
NM_017410	HOXC13	2.0	2.0	100.0
NR_135167	HNRNPA1	60.0	20.0	33.33333333333333
NM_031157	HNRNPA1	60.0	20.0	33.33333333333333
NM_002136	HNRNPA1	60.0	20.0	33.33333333333333
NM_001144997	ITGA7	32.0	10.0	31.25
NM_002206	ITGA7	32.0	11.0	34.375
NM_001144996	ITGA7	32.0	11.0	34.375
NR_037658	BLOC1S1	9.0	9.0	100.0
NM_001487	BLOC1S1	9.0	0.0	0.0
NR_037655	BLOC1S1	9.0	0.0	0.0
NR_037656	BLOC1S1	9.0	0.0	0.0
NR_037657	BLOC1S1	9.0	0.0	0.0
NM_001199771	RDH5	26.0	13.0	50.0
NM_002905	RDH5	26.0	13.0	50.0
NM_000456	SUOX	36.0	12.0	33.33333333333333
NM_001032386	SUOX	36.0	12.0	33.33333333333333
NM_001032387	SUOX	36.0	12.0	33.33333333333333
NM_001029	RPS26	9.0	9.0	100.0
NM_001982	ERBB3	11.0	9.0	81.81818181818183
NM_001005915	ERBB3	11.0	2.0	18.181818181818183
NM_003075	SMARCC2	12.0	3.0	25.0
NM_139067	SMARCC2	12.0	3.0	25.0
NM_001130420	SMARCC2	12.0	3.0	25.0
NM_001330288	SMARCC2	12.0	3.0	25.0
NM_173596	SLC39A5	4.0	2.0	50.0
NM_001135195	SLC39A5	4.0	2.0	50.0
NM_198332	STAT2	4.0	2.0	50.0
NM_005419	STAT2	4.0	2.0	50.0
NM_012064	MIP	10.0	10.0	100.0
NM_148897	SDR9C7	6.0	6.0	100.0
NM_001178054	TAC3	20.0	2.0	10.0
NR_135166	TAC3	20.0	2.0	10.0
NM_013251	TAC3	20.0	4.0	20.0
NR_135165	TAC3	20.0	4.0	20.0
NR_033654	TAC3	20.0	4.0	20.0
NR_135164	TAC3	20.0	4.0	20.0
NM_002332	LRP1	1.0	1.0	100.0
NR_131938	LRP1	1.0	0.0	0.0
NR_131939	LRP1	1.0	0.0	0.0
NR_104422	STAC3	12.0	3.0	25.0
NM_001286257	STAC3	12.0	3.0	25.0
NM_001286256	STAC3	12.0	3.0	25.0
NM_145064	STAC3	12.0	3.0	25.0
NM_001160045	GLI1	12.0	4.0	33.33333333333333
NM_005269	GLI1	12.0	4.0	33.33333333333333
NM_001167609	GLI1	12.0	4.0	33.33333333333333
NM_004990	MARS	7.0	7.0	100.0
NM_004984	KIF5A	16.0	16.0	100.0
NM_001478	B4GALNT1	17.0	7.0	41.17647058823529
NM_001276468	B4GALNT1	17.0	4.0	23.52941176470588
NM_001276469	B4GALNT1	17.0	6.0	35.294117647058826
NM_000075	CDK4	3.0	3.0	100.0
NM_000785	CYP27B1	18.0	18.0	100.0
NM_001172697	TSFM	16.0	1.0	6.25
NM_001172696	TSFM	16.0	5.0	31.25
NM_005726	TSFM	16.0	5.0	31.25
NM_001172695	TSFM	16.0	5.0	31.25
NM_006576	AVIL	4.0	4.0	100.0
NM_173812	DPY19L2	4.0	4.0	100.0
NM_014254	TMEM5	18.0	10.0	55.55555555555556
NM_001278237	TMEM5	18.0	8.0	44.44444444444444
NR_126167	TMEM5	18.0	0.0	0.0
NM_020762	SRGAP1	8.0	4.0	50.0
NM_001346201	SRGAP1	8.0	4.0	50.0
NM_013254	TBK1	11.0	11.0	100.0
NM_002076	GNS	8.0	8.0	100.0
NM_014319	LEMD3	18.0	9.0	50.0
NM_001167614	LEMD3	18.0	9.0	50.0
NM_001193460	MSRB3	7.0	2.0	28.57142857142857
NM_001031679	MSRB3	7.0	2.0	28.57142857142857
NM_198080	MSRB3	7.0	1.0	14.285714285714285
NM_001193461	MSRB3	7.0	2.0	28.57142857142857
NM_003483	HMGA2	10.0	2.0	20.0
NM_001300918	HMGA2	10.0	2.0	20.0
NM_001300919	HMGA2	10.0	2.0	20.0
NM_003484	HMGA2	10.0	2.0	20.0
NM_001330190	HMGA2	10.0	2.0	20.0
NM_007199	IRAK3	4.0	2.0	50.0
NM_001142523	IRAK3	4.0	2.0	50.0
NM_001178074	GRIP1	8.0	4.0	50.0
NM_021150	GRIP1	8.0	4.0	50.0
NM_001330192	NUP107	12.0	6.0	50.0
NM_020401	NUP107	12.0	6.0	50.0
NM_000239	LYZ	5.0	5.0	100.0
NM_014515	CNOT2	4.0	1.0	25.0
NM_001199302	CNOT2	4.0	1.0	25.0
NR_037615	CNOT2	4.0	1.0	25.0
NM_001199303	CNOT2	4.0	1.0	25.0
NM_144982	ZFC3H1	2.0	2.0	100.0
NM_024685	BBS10	83.0	83.0	100.0
NM_001135805	SYT1	4.0	1.0	25.0
NM_005639	SYT1	4.0	1.0	25.0
NM_001291901	SYT1	4.0	1.0	25.0
NM_001135806	SYT1	4.0	1.0	25.0
NM_173591	OTOGL	16.0	16.0	100.0
NM_001145026	PTPRQ	3.0	3.0	100.0
NM_002469	MYF6	1.0	1.0	100.0
NM_005593	MYF5	2.0	2.0	100.0
NM_001009894	C12orf29	2.0	2.0	100.0
NM_025114	CEP290	118.0	118.0	100.0
NM_181783	TMTC3	6.0	6.0	100.0
NM_003994	KITLG	12.0	6.0	50.0
NM_000899	KITLG	12.0	6.0	50.0
NM_022652	DUSP6	3.0	1.0	33.33333333333333
NM_001946	DUSP6	3.0	2.0	66.66666666666666
NR_037659	POC1B	8.0	1.0	12.5
NM_172240	POC1B	8.0	2.0	25.0
NR_037660	POC1B	8.0	1.0	12.5
NM_001199777	POC1B	8.0	2.0	25.0
NM_001199782	POC1B	8.0	1.0	12.5
NM_001199781	POC1B	8.0	1.0	12.5
NM_003774	GALNT4	1.0	1.0	100.0
NM_007035	KERA	7.0	7.0	100.0
NM_001920	DCN	24.0	4.0	16.666666666666664
NM_133503	DCN	24.0	4.0	16.666666666666664
NM_133507	DCN	24.0	4.0	16.666666666666664
NM_133505	DCN	24.0	4.0	16.666666666666664
NM_133504	DCN	24.0	4.0	16.666666666666664
NM_133506	DCN	24.0	4.0	16.666666666666664
NR_135147	CRADD	8.0	0.0	0.0
NM_001320100	CRADD	8.0	0.0	0.0
NM_003805	CRADD	8.0	4.0	50.0
NM_001320101	CRADD	8.0	0.0	0.0
NM_001320099	CRADD	8.0	4.0	50.0
NM_001330126	CRADD	8.0	0.0	0.0
NM_001346457	CEP83	71.0	11.0	15.492957746478872
